node,closeness_centrality
Drug_109800339,0.24790535292391164
Drug_3158,0.24764227685076992
Drug_16136245,0.24764227685076992
Drug_100002764,0.24755470886037007
Drug_100002955,0.24751094808454183
Drug_5355,0.2473797585360871
Drug_100054313,0.2473360595856303
Drug_4748,0.24724870798415208
Drug_100005533,0.247205055316782
Drug_100000158,0.2469870229871676
Drug_100003155,0.2469870229871676
Drug_100002678,0.2465521101099231
Drug_100002141,0.24642193476139618
Drug_3658,0.24642193476139618
Drug_104741,0.2462918968010999
Drug_4768,0.24624858130746627
Drug_100004048,0.24624858130746627
Drug_100005381,0.24624858130746627
Drug_100009904,0.24620528104699368
Drug_82146,0.24620528104699368
Drug_100003379,0.24616199601164787
Drug_5280453,0.24616199601164787
Drug_20469,0.24616199601164787
Drug_116136245,0.24607547158422724
Drug_100003382,0.24603223217611195
Drug_100003345,0.24598900796104237
Drug_100004536,0.2459457989310123
Drug_77998,0.2456437602305707
Drug_3696,0.2456006723933087
Drug_100003658,0.2451277019107586
Drug_23668479,0.24504190292514055
Drug_5419,0.24474207888730173
Drug_47811,0.24457108005489137
Drug_65999,0.24452836767625794
Drug_2955,0.24452836767625794
Drug_100002949,0.2443150293690897
Drug_5452,0.24427240637024653
Drug_5280723,0.24367724213613873
Drug_4893,0.243380746273988
Drug_2950,0.24325389737912667
Drug_2678,0.2430427761350899
Drug_439260,0.24278991387450202
Drug_100021800,0.24270574333753736
Drug_100004638,0.24270574333753736
Drug_100060164,0.24266367995047716
Drug_100082146,0.24266367995047716
Drug_444008,0.24266367995047716
Drug_5311067,0.24266367995047716
Drug_9878,0.24262163114092067
Drug_100003381,0.24262163114092067
Drug_6436,0.24262163114092067
Drug_100003964,0.24262163114092067
Drug_449171,0.24253757722401748
Drug_77993,0.24253757722401748
Drug_6446,0.24253757722401748
Drug_21800,0.24249557210153325
Drug_100006436,0.24249557210153325
Drug_100154256,0.24249557210153325
Drug_5281004,0.24249557210153325
Drug_100002585,0.24249557210153325
Drug_100004184,0.2423696439872344
Drug_100444033,0.2423276970083512
Drug_5865,0.24211817971887478
Drug_60164,0.24211817971887478
Drug_100003370,0.24207631972929686
Drug_100004736,0.24207631972929686
Drug_4057,0.24182546343942193
Drug_100004493,0.24178370459579573
Drug_100003397,0.2417419601716597
Drug_4184,0.24170023015954653
Drug_2764,0.24165851455199394
Drug_100002803,0.24136690800107793
Drug_100002160,0.24115904810786307
Drug_100004449,0.24111751908287463
Drug_100003386,0.24111751908287463
Drug_24066,0.24103450392739764
Drug_100004585,0.24099301778214338
Drug_100065999,0.240910088319727
Drug_100060853,0.2408686449878295
Drug_2995,0.24074440050107515
Drug_100483407,0.24057894043200223
Drug_100002344,0.240413707643244
Drug_100004440,0.24028993192281675
Drug_37464,0.2400839220360516
Drug_100060795,0.23991936828551286
Drug_3964,0.23967296017019055
Drug_100000838,0.23963194135106164
Drug_11683,0.23963194135106164
Drug_100002801,0.2389775445151482
Drug_5281034,0.23885524280352322
Drug_100004425,0.23881450337954171
Drug_154417,0.2387330662087388
Drug_100002818,0.23865168456012492
Drug_100002913,0.23861101453889794
Drug_2913,0.23857035837693866
Drug_59768,0.23844847297586055
Drug_26986,0.23824560716594403
Drug_2801,0.23808356288288607
Drug_100005073,0.2380430862485979
Drug_5381,0.23788131724673006
Drug_60853,0.23788131724673006
Drug_100003348,0.23780051516886092
Drug_5280363,0.23763907557947267
Drug_100002905,0.23759874992605684
Drug_6436173,0.23755843795626963
Drug_1548999,0.23743758407906612
Drug_100071301,0.23743758407906612
Drug_5736,0.23731685310411066
Drug_100003696,0.23711590741985655
Drug_100004745,0.23711590741985655
Drug_3494,0.23711590741985655
Drug_1065,0.23699550326916943
Drug_100004205,0.23695539572080776
Drug_100004168,0.23671503521796333
Drug_4066,0.2365550656047057
Drug_4417,0.2365550656047057
Drug_2583,0.23643523021179555
Drug_31378,0.23643523021179555
Drug_100004917,0.23623577413771776
Drug_4585,0.23619592329862568
Drug_3219,0.2361162619416953
Drug_4927,0.2361162619416953
Drug_100003384,0.2359571003225907
Drug_100000160,0.23591734343963824
Drug_5281071,0.23583786985249336
Drug_100060864,0.23563941994517892
Drug_9417,0.23508553279285643
Drug_100003219,0.2349671812911987
Drug_2141,0.23492775726749213
Drug_4168,0.23473083542569206
Drug_5656,0.2346521590940595
Drug_100022258,0.2346128407027904
Drug_33036,0.23449496454768934
Drug_100072054,0.23441644622706398
Drug_16362,0.2343379804710047
Drug_4034,0.2343379804710047
Drug_100004057,0.23418120644158774
Drug_2370,0.2341420457047246
Drug_5832,0.23410289806290804
Drug_6215,0.23406376350957092
Drug_2344,0.23402464203815024
Drug_100002583,0.23398553364208774
Drug_5311181,0.23398553364208774
Drug_5920,0.2339073560498251
Drug_100005267,0.23386828684053
Drug_5572,0.23375115748151137
Drug_106433091,0.23355620238769859
Drug_100016362,0.23355620238769859
Drug_100002370,0.23355620238769859
Drug_100060830,0.23351725038596616
Drug_100003007,0.23340047229775848
Drug_100000214,0.23340047229775848
Drug_100041693,0.23336157221904216
Drug_3306,0.233322685104858
Drug_100154058,0.23328381094872594
Drug_5702160,0.23328381094872594
Drug_71301,0.2331672661639056
Drug_100005039,0.23312844377526692
Drug_5039,0.23297328341335324
Drug_4819,0.23285704861371248
Drug_100001993,0.23274092973973623
Drug_6918313,0.2326249266180849
Drug_100003559,0.23254765542505448
Drug_100006726,0.23250903907576437
Drug_154058,0.232393266940125
Drug_104849,0.2322776100388608
Drug_3661,0.2322390833163465
Drug_11519069,0.2322390833163465
Drug_100003918,0.2322390833163465
Drug_4919,0.23220056937218128
Drug_4615,0.23212357979347698
Drug_100004120,0.231969753696861
Drug_2381,0.23193132902339786
Drug_111519069,0.23189291707755103
Drug_2564,0.23189291707755103
Drug_3746,0.23181613134341938
Drug_2905,0.23154778126579345
Drug_100002684,0.23135648270228903
Drug_100077992,0.2313182609142992
Drug_21855,0.23116549996933353
Drug_100003746,0.23086058257448525
Drug_5360515,0.23086058257448525
Drug_444030,0.2306324218933047
Drug_9681,0.23051851058845127
Drug_941651,0.23044263221103573
Drug_2818,0.2304047117515638
Drug_72054,0.2304047117515638
Drug_3559,0.2303289082602818
Drug_6726,0.2299128790335391
Drug_111228026,0.22987513270632953
Drug_443943,0.2297619680528804
Drug_9904,0.22968658682976592
Drug_4042,0.22964891476369576
Drug_100003399,0.22957360769212215
Drug_82153,0.22957360769212215
Drug_1993,0.22957360769212215
Drug_443872,0.22938555591648968
Drug_100004160,0.22934798252485716
Drug_225609,0.22934798252485716
Drug_100003008,0.2290103750922887
Drug_100005452,0.228785855116708
Drug_9838021,0.22874847791443442
Drug_16131215,0.22859909115334742
Drug_100004034,0.2285617749451931
Drug_2467,0.22833813328673402
Drug_100000951,0.22822647649784078
Drug_3002977,0.22792925823119858
Drug_28417,0.2278921603701584
Drug_105001396,0.22770685205956304
Drug_103052762,0.22748487949866011
Drug_10660,0.2271895884008199
Drug_4095,0.22689506292566083
Drug_100004893,0.22682155083658725
Drug_100071329,0.22663797884659326
Drug_100003553,0.22663797884659326
Drug_100003392,0.22663797884659326
Drug_100003000,0.22663797884659326
Drug_100002524,0.22660130009940976
Drug_9642,0.22656463322237103
Drug_100104741,0.22656463322237103
Drug_6010,0.22652797820971576
Drug_444036,0.22649133505568636
Drug_2375,0.22649133505568636
Drug_4829,0.22645470375452906
Drug_100005595,0.22645470375452906
Drug_32798,0.22645470375452906
Drug_216416,0.22641808430049368
Drug_100005470,0.22641808430049368
Drug_5833,0.22638147668783398
Drug_6230,0.22638147668783398
Drug_51601240,0.2263082969636743
Drug_151601240,0.2263082969636743
Drug_6741,0.22627172484070024
Drug_6279,0.22627172484070024
Drug_100002462,0.22616207935943353
Drug_100004542,0.2261255544758161
Drug_5755,0.22608904138773667
Drug_100004829,0.225833779566815
Drug_16133802,0.2257245580064893
Drug_100003961,0.2255427566550021
Drug_100124087,0.2253612479179548
Drug_3055,0.225143822690827
Drug_5311101,0.22510762593476738
Drug_100004095,0.22499910546589313
Drug_100000444,0.22499910546589313
Drug_383413,0.22481847034589802
Drug_116132265,0.22474629748222363
Drug_4723,0.22463812503036307
Drug_9966051,0.22460209068242748
Drug_100148211,0.22449405696877556
Drug_100077993,0.2243861271336944
Drug_100004634,0.2242783010274312
Drug_3348,0.2242783010274312
Drug_3042,0.22424238201701685
Drug_116129617,0.22420647450988843
Drug_100003042,0.2241705785005208
Drug_5284371,0.2240629594037851
Drug_100004543,0.2240629594037851
Drug_39468,0.2240271093302805
Drug_100005184,0.22399127072696418
Drug_100005718,0.2238838236831233
Drug_100006238,0.2238838236831233
Drug_100004724,0.22384803090555605
Drug_443878,0.22363351434503323
Drug_100031378,0.2234907315745017
Drug_100004046,0.22324129995444086
Drug_100003003,0.22317013600800972
Drug_3052762,0.22317013600800972
Drug_63009,0.22317013600800972
Drug_5184,0.22295691613284285
Drug_100005512,0.22256706935530965
Drug_100002791,0.2224963345485862
Drug_100005090,0.22231969407974803
Drug_5029,0.22228439963712543
Drug_4848,0.2222491163990878
Drug_100003387,0.22214333385915486
Drug_2803,0.22179145149916887
Drug_6238,0.2217563245667173
Drug_2160,0.22158085667261485
Drug_100005419,0.22158085667261485
Drug_100002564,0.22158085667261485
Drug_100005035,0.22151074724161574
Drug_3001055,0.22147570916074866
Drug_100004058,0.22133566761211715
Drug_146570,0.22119580305122483
Drug_100002520,0.2210212207283746
Drug_6013,0.22098633732863843
Drug_100005572,0.22081208536733213
Drug_49800046,0.22081208536733213
Drug_124087,0.2207772679461137
Drug_100003914,0.2207772679461137
Drug_4543,0.22067288153100914
Drug_100002725,0.22060334540952467
Drug_4747,0.2204991233565753
Drug_3103,0.2203949997346534
Drug_2405,0.22032563860177073
Drug_100003623,0.22025632111282883
Drug_36811,0.22025632111282883
Drug_5282593,0.2201178169020992
Drug_5909,0.2199794867736454
Drug_100004782,0.21984133039947448
Drug_4493,0.21980681841668023
Drug_25074886,0.21959997385731697
Drug_100005593,0.21949669749400424
Drug_100003209,0.21942790053506553
Drug_100004159,0.21939351822536085
Drug_2474,0.21922176817195133
Drug_100002405,0.21922176817195133
Drug_681,0.21887907352106503
Drug_6918155,0.21887907352106503
Drug_100005731,0.21870812766545658
Drug_100656628,0.21867397053166532
Drug_100005478,0.21867397053166532
Drug_4058,0.2186398240653112
Drug_5591,0.2186398240653112
Drug_100003494,0.21860568826139784
Drug_100000853,0.21857156311493178
Drug_3623,0.21850334477438407
Drug_100062924,0.21846925157033126
Drug_3883,0.21846925157033126
Drug_2769,0.21846925157033126
Drug_100219024,0.21840109706976338
Drug_5593,0.21823089671356813
Drug_4820,0.2181289037722781
Drug_4440,0.2181289037722781
Drug_3100,0.21806096142567405
Drug_5282380,0.21802700612180834
Drug_100005544,0.21802700612180834
Drug_100003367,0.2179930613909782
Drug_446284,0.21765419451488466
Drug_444795,0.21762036576224011
Drug_3241,0.21721523942200638
Drug_4601,0.21721523942200638
Drug_4746,0.21671094773475516
Drug_115951529,0.21650988608539556
Drug_3961,0.21650988608539556
Drug_100004042,0.21647641207703355
Drug_100003056,0.21647641207703355
Drug_100005645,0.21644294841772346
Drug_5995,0.2164094951026666
Drug_71414,0.2164094951026666
Drug_100004894,0.2163760521270674
Drug_100005410,0.2163760521270674
Drug_100002375,0.2163760521270674
Drug_31307,0.21627578518910304
Drug_9782,0.21620899217329417
Drug_5284570,0.21617561113389733
Drug_109854489,0.21600886043107884
Drug_219024,0.21600886043107884
Drug_116130957,0.21594223215827468
Drug_5312125,0.21594223215827468
Drug_2725,0.21590893343319245
Drug_100002308,0.21590893343319245
Drug_441336,0.21560970639270913
Drug_100004240,0.21557651013306436
Drug_4004,0.2155433240939429
Drug_100004004,0.21551014827062537
Drug_1615,0.21551014827062537
Drug_4634,0.2154438272525393
Drug_100208902,0.2153444222261232
Drug_100037392,0.2153113075986857
Drug_3198,0.21514588711036464
Drug_15209,0.21504675676766288
Drug_100005516,0.2147828552407199
Drug_5743,0.21474991308500813
Drug_9854489,0.21461824544976288
Drug_100004196,0.2145524721597078
Drug_100005032,0.21448673917191377
Drug_3156,0.21448673917191377
Drug_68712,0.21445388777979063
Drug_444,0.21438821517596893
Drug_100004900,0.21435539395502953
Drug_100005538,0.214256990560712
Drug_3007,0.214256990560712
Drug_100003100,0.2141586774723544
Drug_3689,0.21402773361575253
Drug_25151504,0.21399502266762235
Drug_3957,0.21399502266762235
Drug_100060834,0.21386427880162717
Drug_100004810,0.21383161779386883
Drug_100004746,0.21373369459842056
Drug_3148,0.21357068842499285
Drug_57537,0.21353811702215236
Drug_100004819,0.21347300401193064
Drug_100010660,0.21347300401193064
Drug_3404,0.2134404623954654
Drug_100004992,0.2133428970462065
Drug_100002487,0.213277903018165
Drug_5566,0.213277903018165
Drug_100003890,0.21321294857838483
Drug_55480,0.21308315831901584
Drug_3036780,0.21308315831901584
Drug_40692,0.21305073544039152
Drug_100004691,0.2130183224272407
Drug_100005408,0.21292114253562242
Drug_100004211,0.21285640518611326
Drug_2520,0.21285640518611326
Drug_100170361,0.21285640518611326
Drug_100004036,0.2127270485132563
Drug_3517,0.21269473390767935
Drug_100004747,0.21266242911820368
Drug_60834,0.21263013414035734
Drug_5253,0.21263013414035734
Drug_942,0.21259784896967096
Drug_154100,0.212436570067403
Drug_4418,0.212436570067403
Drug_100003510,0.2123721270004934
Drug_100072111,0.2123721270004934
Drug_71329,0.21227553567529608
Drug_100060787,0.2122111902567828
Drug_4158,0.21217903217370102
Drug_100003648,0.21214688383549288
Drug_100005566,0.21211474523772958
Drug_55245,0.21201838784286084
Drug_154256,0.21198628816264242
Drug_100060752,0.21195419820076492
Drug_100216416,0.21192211795281568
Drug_105361917,0.21192211795281568
Drug_6337614,0.21189004741438455
Drug_3333,0.21189004741438455
Drug_15951529,0.21185798658106417
Drug_65856,0.2118259354484498
Drug_100003148,0.21172984021083519
Drug_5360696,0.21163383212125952
Drug_5361092,0.21156987508526034
Drug_5361917,0.21128254614671088
Drug_100002512,0.21118694318465356
Drug_5311304,0.2109006527058673
Drug_100000861,0.21086889055937547
Drug_5090,0.2108371379783546
Drug_5584,0.21080539495848435
Drug_3397,0.21080539495848435
Drug_5284569,0.2107736614954468
Drug_100152945,0.21064682312535776
Drug_4211,0.21058346116923643
Drug_5488547,0.2105201373198396
Drug_100003241,0.21048848967442169
Drug_37392,0.21029880344161206
Drug_3005572,0.21026722230278616
Drug_100005404,0.21020408847233946
Drug_3784,0.21010945878065024
Drug_100150310,0.21007793448075815
Drug_60752,0.2098889871554869
Drug_5032,0.20966897773498847
Drug_3406,0.20954346502757454
Drug_33624,0.20954346502757454
Drug_4782,0.20948076500811685
Drug_100000450,0.20929288988254904
Drug_4046,0.20907412771603
Drug_6018,0.20894932596840068
Drug_100004601,0.20873128105459943
Drug_60464,0.20857581309611992
Drug_5994,0.20829655360223936
Drug_100003784,0.20820363320658036
Drug_100005584,0.20817267816150062
Drug_4992,0.20814173231964517
Drug_13109,0.20798714101518911
Drug_100003355,0.20792536877253534
Drug_4810,0.20758627625118653
Drug_5870,0.20758627625118653
Drug_2733525,0.20746324393454632
Drug_100005376,0.20721761629632277
Drug_100004236,0.20718695373102294
Drug_5035,0.20715630023883017
Drug_100005257,0.2070643941606408
Drug_100064929,0.2069725695956028
Drug_64929,0.2069725695956028
Drug_100001071,0.20685026345313237
Drug_3339,0.20685026345313237
Drug_445354,0.20678916457159255
Drug_100003715,0.20663657516444112
Drug_221493,0.20663657516444112
Drug_39186,0.20654512956398483
Drug_100000681,0.20636248096009624
Drug_3947,0.20605878341637276
Drug_12560,0.20593755453952833
Drug_100147912,0.20587699357657008
Drug_5756,0.2058164682219981
Drug_100003640,0.20575597844441632
Drug_100002474,0.20563510549482347
Drug_100005523,0.20563510549482347
Drug_1548954,0.20560490944409002
Drug_2351,0.20560490944409002
Drug_100002726,0.2055143744773599
Drug_100002551,0.20524324733424995
Drug_5754,0.2051229758737552
Drug_2747,0.2050929300299184
Drug_3715,0.20497283462366464
Drug_4189,0.20494283274506045
Drug_60857,0.20488285532839526
Drug_100054688,0.20476300574937892
Drug_5757,0.20458349405526785
Drug_100005318,0.20458349405526785
Drug_100004920,0.20458349405526785
Drug_5472,0.20458349405526785
Drug_2442,0.20437446114643892
Drug_77992,0.20437446114643892
Drug_3032,0.20431481589293055
Drug_60606,0.20422541326053867
Drug_62865,0.20395767418998587
Drug_4032,0.2036610084820732
Drug_100003156,0.20351299902823444
Drug_100003365,0.20351299902823444
Drug_100000698,0.20351299902823444
Drug_100036811,0.2034834229493174
Drug_100000303,0.2030702586387604
Drug_100004189,0.20295251968607814
Drug_100005591,0.2024829260035073
Drug_100082148,0.20233662331130825
Drug_109966051,0.20207381055191992
Drug_100005466,0.20192809825703104
Drug_10133,0.2016663449970118
Drug_100003823,0.20160826973567358
Drug_100003406,0.20160826973567358
Drug_100002187,0.20126051937821662
Drug_2145,0.20114486902948614
Drug_132971,0.20105821845408575
Drug_100003249,0.20091396661131483
Drug_54746,0.20059734001636864
Drug_5280793,0.20051116043452
Drug_151508717,0.20010996617325325
Drug_100004485,0.19999563395432837
Drug_5284566,0.19988143230753078
Drug_89594,0.1997673610093099
Drug_100003957,0.19936913474501683
Drug_100005359,0.19900077221635204
Drug_100002806,0.19885945651388343
Drug_100002826,0.19880298641406405
Drug_100132971,0.19880298641406405
Drug_100002145,0.1986337683805154
Drug_5001396,0.19854926734461897
Drug_5359,0.19852111630713923
Drug_3325,0.19840859193910346
Drug_100004174,0.19790380682886968
Drug_100003269,0.19787583851247217
Drug_100004946,0.19781992558833753
Drug_5281107,0.19781992558833753
Drug_468595,0.1977919809739021
Drug_100065856,0.19776404425342556
Drug_446220,0.19776404425342556
Drug_100005472,0.19773611542356348
Drug_100005076,0.1976244789434373
Drug_92253,0.19742941812101705
Drug_51508717,0.19709592248229912
Drug_100005210,0.1970681820287478
Drug_100004594,0.19704044938281073
Drug_2794,0.19704044938281073
Drug_100004032,0.19695729825773708
Drug_4174,0.19687421728265653
Drug_5213,0.1966806339814936
Drug_100036339,0.19665301029694565
Drug_174174,0.19648743100115815
Drug_100004771,0.19645986155665118
Drug_3965,0.1963496611014238
Drug_100071616,0.1960747000860178
Drug_3191,0.1958278927712242
Drug_100004614,0.1955817060084164
Drug_392622,0.1955817060084164
Drug_100084003,0.19549978125024478
Drug_3308,0.19549978125024478
Drug_84029,0.1953906549419834
Drug_3342,0.1953906549419834
Drug_84003,0.19536339239769124
Drug_100003308,0.19536339239769124
Drug_100005203,0.19525441825606651
Drug_5353980,0.19517276739813955
Drug_100007638,0.1949282240448633
Drug_7638,0.1949010903833871
Drug_91429,0.19487396427477424
Drug_100003256,0.19487396427477424
Drug_100001065,0.19484684571587155
Drug_4614,0.1947655353059192
Drug_100004889,0.19473844691436065
Drug_100004419,0.19468429273001292
Drug_54687,0.19449499004226323
Drug_3510,0.19427909439631652
Drug_170361,0.19414440284446105
Drug_3355,0.19406367752103298
Drug_100002367,0.19400989792354897
Drug_2187,0.19398301930094944
Drug_100003032,0.1939561481249831
Drug_441383,0.1938219038364138
Drug_5482,0.19355397198151134
Drug_5210,0.1935004744768177
Drug_100054840,0.19339356813732775
Drug_31401,0.19328677986116136
Drug_187,0.19318010945284947
Drug_100005508,0.19315346024475832
Drug_5508,0.19307355671735427
Drug_71616,0.19304693689704303
Drug_2726,0.19304693689704303
Drug_100054454,0.19296712146006795
