node,pagerank
Drug_100051634,0.0008587992011600808
Drug_84029,0.0008583698484376526
Drug_100071348,0.0008559277569290146
Drug_100003340,0.0008544185120206223
Drug_2763,0.000853978089886703
Drug_103081361,0.0008520465412383628
Drug_100004253,0.0008518106223486698
Drug_8226,0.0008511105246436499
Drug_27991,0.0008506212714113232
Drug_124826799,0.0008502598545699533
Drug_5357,0.0008501260114571888
Drug_5311068,0.0008500708140202974
Drug_3965,0.000849087205466509
Drug_129211,0.0008490749496121364
Drug_100002476,0.0008468891089476191
Drug_39860,0.0008467870285904259
Drug_100065014,0.0008449898675582665
Drug_100003915,0.0008449654803452107
Drug_100005775,0.0008445241476191152
Drug_100005650,0.0008444716040292627
Drug_54384,0.0008441703844171918
Drug_5454,0.0008439320904972394
Drug_9833444,0.000843241514125184
Drug_100000247,0.0008431238875210211
Drug_100060612,0.000842466477678744
Drug_4051,0.0008415914290354773
Drug_100004436,0.0008408273751561129
Drug_3342,0.0008401890403198466
Drug_2541,0.0008394835459405042
Drug_100054373,0.000839195009342259
Drug_1978,0.0008374761594821613
Drug_3519,0.0008374601630792157
Drug_54687,0.000837415364793573
Drug_4636,0.0008373656527360578
Drug_7638,0.000836724999619872
Drug_2783,0.0008362977293702698
Drug_5152,0.0008352271647439795
Drug_100051263,0.0008350467068050363
Drug_100003938,0.0008349690659323916
Drug_443884,0.0008345494696059691
Drug_5401,0.0008345371849235048
Drug_100060878,0.0008342771155680367
Drug_100060936,0.0008334939708724398
Drug_100125017,0.0008326631132052743
Drug_100003066,0.0008322903231836781
Drug_100156326,0.0008319496869756424
Drug_4057,0.0008314650604243285
Drug_100071360,0.0008312357570294646
Drug_8230,0.0008305494942950782
Drug_443878,0.0008294038672047667
Drug_213046,0.0008287487806084456
Drug_100005358,0.0008283319399219346
Drug_5078,0.0008274298284448293
Drug_100002083,0.000827178488747328
Drug_109818231,0.0008258773125876062
Drug_4888,0.0008251506724047282
Drug_100158781,0.0008245934081835304
Drug_2729,0.0008244523195494723
Drug_100005454,0.0008238105564024157
Drug_100007638,0.0008237619101641841
Drug_5378,0.0008225001142142201
Drug_100003911,0.0008219763103638253
Drug_4140,0.0008218279457775754
Drug_100003250,0.0008188960064989436
Drug_60846,0.0008188950919028845
Drug_5959,0.0008188863236708842
Drug_100002244,0.0008176320550350191
Drug_9825285,0.0008175221941863497
Drug_4926,0.0008167291225851759
Drug_100005401,0.0008165483298652874
Drug_100005524,0.0008163633896245602
Drug_106918313,0.0008149202767435088
Drug_100130881,0.0008145103407963889
Drug_100004885,0.0008135087510412537
Drug_3083544,0.0008124064258939884
Drug_100003410,0.0008118774346499633
Drug_10836,0.0008117805016784078
Drug_2145,0.0008116340460398465
Drug_100005512,0.0008115406194142766
Drug_106433117,0.0008109188500958791
Drug_2239,0.0008103361342382963
Drug_2477,0.0008094637551275771
Drug_115237,0.0008092082078866097
Drug_100151171,0.0008091212511245197
Drug_100147912,0.0008090755126790784
Drug_100002995,0.0008090686516406941
Drug_100003256,0.0008085785544618513
Drug_151171,0.0008085085557321597
Drug_3157,0.0008082728234164284
Drug_124965990,0.0008080586705737174
Drug_3340,0.0008075491046052926
Drug_1065,0.0008070456587275207
Drug_443953,0.0008062432015769992
Drug_100002806,0.0008061553649240935
Drug_2216,0.0008050086246918141
Drug_5288826,0.0008049885035399753
Drug_2761,0.0008043634932509696
Drug_4189,0.0008038649834429505
Drug_51263,0.0008033988410449242
Drug_5284594,0.0008026032283321509
Drug_4499,0.000802534392521123
Drug_4764,0.0008024605587771145
Drug_100213046,0.0008023183639277893
Drug_3916,0.000801218664939067
Drug_4639,0.0008008133505282767
Drug_3066,0.000800757378763875
Drug_100000311,0.0008004747593408583
Drug_84003,0.0008002593770769709
Drug_4631,0.0008002393289012002
Drug_100004428,0.0008002054582514164
Drug_100002781,0.000800143709800423
Drug_5508,0.0008001281380566172
Drug_216239,0.0007988730447394451
Drug_2369,0.0007987374218059001
Drug_5467,0.0007987195778279078
Drug_104865,0.0007978684434281447
Drug_3749,0.0007975829091875894
Drug_109825285,0.0007975812428680452
Drug_3052775,0.000796820486309721
Drug_5282411,0.0007964840002991968
Drug_3827,0.0007962040386782544
Drug_5533,0.0007952573481804114
Drug_20279,0.0007951719706012219
Drug_43008,0.0007947398109147247
Drug_33036,0.0007945347570954862
Drug_125880664,0.000793877984135198
Drug_100003308,0.0007930369693844184
Drug_110465263,0.0007911662559460975
Drug_100003040,0.0007910973231419206
Drug_11658859,0.000790762637674562
Drug_5709,0.0007907254550466832
Drug_100027400,0.000790542474596104
Drug_125017,0.0007897799133825166
Drug_216237,0.0007893543309242121
Drug_5281034,0.0007880981089148484
Drug_100003016,0.0007880868402138831
Drug_100005152,0.0007880360715199158
Drug_100002170,0.0007877626797851799
Drug_100003827,0.0007873758383303116
Drug_8223,0.0007873567586829438
Drug_100009904,0.0007872015644779369
Drug_100004639,0.0007867571884837586
Drug_163091,0.0007867361812100542
Drug_100000298,0.0007859642086186699
Drug_2678,0.0007856542530842656
Drug_100021800,0.0007855460661543238
Drug_148192,0.0007851749691125244
Drug_100002366,0.000783541733856443
Drug_2159,0.0007835149316613085
Drug_100004828,0.0007832046866688528
Drug_100003168,0.0007830910395173039
Drug_100054688,0.0007827841075511414
Drug_119828,0.0007825317326916649
Drug_2092,0.0007823513790401056
Drug_3168,0.0007821854406252941
Drug_18381,0.0007820396541973433
Drug_5524,0.0007820046530115742
Drug_5775,0.0007816139005821588
Drug_100003379,0.0007812834408940492
Drug_100123597,0.0007811529277734416
Drug_100003345,0.0007809362544931042
Drug_6013,0.0007808492707137625
Drug_105328940,0.0007805243386438084
Drug_31100,0.0007802120805772641
Drug_100005717,0.0007787993742216805
Drug_100004422,0.0007781929611560095
Drug_100060877,0.0007774258966085173
Drug_100039860,0.0007772383085326713
Drug_5095,0.0007766320404347814
Drug_2352,0.0007760088726465556
Drug_100003384,0.0007758033748200059
Drug_100004011,0.0007747224845756181
Drug_2366,0.0007742780361670523
Drug_100003392,0.000774244940236534
Drug_100216237,0.0007739208707178858
Drug_154417,0.0007734264425413509
Drug_4917,0.0007725811053725021
Drug_100003151,0.0007723930670237349
Drug_3414,0.000772200496238468
Drug_100004048,0.0007713085591441004
Drug_5362436,0.0007712681163661755
Drug_100004051,0.0007710520288288902
Drug_104741,0.0007706806657667275
Drug_5756,0.0007704380638841949
Drug_41693,0.0007703972835975785
Drug_100003823,0.0007702245624831589
Drug_5002,0.0007701293783123097
Drug_4011,0.0007699845132461719
Drug_443943,0.0007699620815814927
Drug_20469,0.0007699304818911934
Drug_100082146,0.0007698922131985511
Drug_28417,0.00076975802264069
Drug_100003749,0.0007696522255048656
Drug_100003553,0.0007694778634141864
Drug_5311507,0.0007693700927562474
Drug_2083,0.0007691377100730776
Drug_11234049,0.0007687406329202777
Drug_100003399,0.0007685395916909702
Drug_838,0.0007683359639353104
Drug_100002369,0.0007682067300950224
Drug_5284596,0.0007681652318859061
Drug_100104849,0.0007681396783223884
Drug_100027991,0.0007679610655857784
Drug_5280453,0.0007678248931837058
Drug_100002949,0.0007677488231701322
Drug_68740,0.0007676527031350179
Drug_3372,0.0007676069366305383
Drug_2435,0.0007675244144515944
Drug_3410,0.0007674474084970771
Drug_4436,0.000767376610365771
Drug_92721,0.0007672905744367678
Drug_100031378,0.0007671289402414451
Drug_4828,0.0007666648417085264
Drug_158781,0.0007660209571974759
Drug_4042,0.0007656382015642875
Drug_11683,0.0007648657330420404
Drug_100004638,0.0007645939788300816
Drug_100001301,0.0007641201740826633
Drug_100148192,0.0007640156503504516
Drug_2585,0.0007636273344429443
Drug_100002477,0.0007630104192922248
Drug_100002540,0.00076258149891902
Drug_100005381,0.0007624999862393219
Drug_100004240,0.000761826787212401
Drug_100005544,0.0007617130829965338
Drug_5311067,0.0007615804429811697
Drug_9880,0.0007611174889991572
Drug_100000159,0.000760928694586808
Drug_9904,0.0007608516731955681
Drug_100005771,0.0007606859437438592
Drug_100005095,0.0007605709902405168
Drug_100002524,0.0007588727018488105
Drug_100104741,0.0007588488765526141
Drug_9878,0.000758560012136461
Drug_3002190,0.0007582858812218294
Drug_5284604,0.0007581936799870526
Drug_638678,0.0007579568197399899
Drug_100004927,0.0007573371764364908
Drug_100002022,0.0007568986293477012
Drug_2950,0.0007564094159817152
Drug_4736,0.0007561617012246542
Drug_100483407,0.0007557988276311085
Drug_100002585,0.0007554861320068303
Drug_2771,0.0007554446712711565
Drug_1046,0.0007554229131190542
Drug_82146,0.0007548914538967666
Drug_100002541,0.000754740456608544
Drug_100003382,0.0007541573381828761
Drug_100068613,0.0007535021418359217
Drug_100004034,0.0007533849743598681
Drug_100002435,0.0007531423355711604
Drug_100004748,0.0007528639985193929
Drug_21855,0.0007527669432220287
Drug_130881,0.0007527614474158629
Drug_6436,0.0007526706612873925
Drug_100002232,0.0007524497492945965
Drug_100003381,0.0007524279760849555
Drug_100003779,0.0007521444105343342
Drug_100154256,0.0007515650941878233
Drug_100060164,0.0007512004940831426
Drug_444008,0.0007511994858765053
Drug_100004140,0.0007507234368690826
Drug_100004171,0.0007504568078365771
Drug_3219,0.0007499287852201826
Drug_100003363,0.0007491458996913632
Drug_5281037,0.0007490339553370889
Drug_9642,0.0007483015273528628
Drug_5280360,0.0007480950669308502
Drug_4235,0.0007475062136525801
Drug_100004736,0.0007474992330883358
Drug_119569,0.0007474893438938393
Drug_5865,0.0007472963260703346
Drug_32798,0.0007467734652773103
Drug_4976,0.0007466390652000015
Drug_100000853,0.0007465888274936497
Drug_6010,0.0007459839039462718
Drug_100003269,0.0007457175906338664
Drug_100003964,0.0007455806503998839
Drug_4614,0.0007453156799871967
Drug_100003702,0.000745269994796573
Drug_6446,0.0007449074847319068
Drug_100001046,0.0007446109345273397
Drug_100003394,0.000744383604673387
Drug_6230,0.0007442642487502146
Drug_100000785,0.0007440035505843734
Drug_132971,0.0007437558055704685
Drug_6918554,0.00074372369608914
Drug_100003000,0.0007425964986514592
Drug_3954,0.0007425165187111264
Drug_100004168,0.0007421614575831336
Drug_100002732,0.0007420635416574732
Drug_6741,0.0007419381217791764
Drug_3494,0.0007418679810764838
Drug_5284627,0.0007417077338671222
Drug_21800,0.0007417040964667818
Drug_6436173,0.0007410564802803539
Drug_100004594,0.0007409590142834416
Drug_6005,0.0007409038568413961
Drug_449171,0.0007407855152289771
Drug_100002249,0.0007407506934627085
Drug_100002443,0.000738116996087712
Drug_3998,0.0007378995353412607
Drug_100004160,0.0007374529536645196
Drug_5284603,0.0007372576327416898
Drug_123668479,0.0007372314945842992
Drug_1986,0.0007371764491676032
Drug_3151,0.0007369234529794713
Drug_100002791,0.0007368729278549547
Drug_100004159,0.0007368091474412855
Drug_100004635,0.0007366808263594986
Drug_100006436,0.0007351585507480208
Drug_100002308,0.0007351225957409461
Drug_468595,0.0007350258313453445
Drug_3702,0.0007345242727308431
Drug_5472,0.0007344563164670235
Drug_2370,0.0007340112517606271
Drug_100057537,0.0007339829291199402
Drug_444036,0.0007336958442240932
Drug_100002216,0.0007333778927854939
Drug_82153,0.000733067426491873
Drug_100005514,0.0007328239401061138
Drug_2249,0.0007327014298274944
Drug_100004536,0.0007324393033371833
Drug_4850,0.0007323986722858627
Drug_3869,0.0007323815882308166
Drug_68844,0.000732352486265788
Drug_2375,0.000732208532083033
Drug_23690938,0.0007310166074979911
Drug_5281004,0.000730453178280272
Drug_2794,0.0007299235294338947
Drug_100042955,0.0007296364979338743
Drug_444795,0.0007294628992900455
Drug_100002344,0.0007290328059259412
Drug_100005735,0.000729030765238241
Drug_115951529,0.0007287674998637694
Drug_100444033,0.0007284147698233775
Drug_3038,0.0007283864611009361
Drug_4114,0.0007281209468538995
Drug_100003038,0.0007280699984402491
Drug_100001727,0.0007277529428049448
Drug_100012453,0.0007276009039116683
Drug_3386,0.0007274740143793274
Drug_4819,0.0007269780398307522
Drug_4205,0.0007254321313634581
Drug_100001546,0.0007252150346974004
Drug_2732,0.0007248631599177703
Drug_15209,0.0007241167674523784
Drug_4100,0.0007238195628460156
Drug_225609,0.0007233898169893061
Drug_31307,0.0007232275683025248
Drug_443872,0.0007224350267476018
Drug_2828,0.0007222992412047496
Drug_5832,0.0007220347255324092
Drug_100002771,0.0007218650246825592
Drug_5358,0.000721549553802324
Drug_4510,0.0007206797365970861
Drug_5790,0.000720459073429063
Drug_100115237,0.0007200807843465105
Drug_5284549,0.0007192203727699053
Drug_123690938,0.000718644017306062
Drug_3696,0.0007185906521208044
Drug_5961,0.0007185591874945738
Drug_3394,0.0007175514045663012
Drug_3016,0.0007173727248238534
Drug_6215,0.0007168867128098893
Drug_5001396,0.0007167456180356689
Drug_100068844,0.0007164387309386234
Drug_5311065,0.0007156297733528194
Drug_4212,0.0007150976870323786
Drug_100003056,0.0007146987132752946
Drug_100060830,0.00071466282228847
Drug_100000838,0.0007146470615203924
Drug_100002148,0.0007143307637930333
Drug_100003325,0.0007141340163156599
Drug_5281071,0.0007135471720966741
Drug_5311101,0.0007130148273418211
Drug_100003251,0.0007124933629291713
Drug_60795,0.0007124233071497577
Drug_100004042,0.000712124275865101
Drug_4829,0.0007121126219843634
Drug_5333,0.0007118685532727066
Drug_100005470,0.0007115169505699429
Drug_6450551,0.0007100836534518933
Drug_100000946,0.0007098082025370567
Drug_100005472,0.0007097986660911728
Drug_100003370,0.0007097169598342241
Drug_100005538,0.0007092455616227717
Drug_100004163,0.0007087870308141596
Drug_4036,0.0007084703581185321
Drug_9782,0.0007083238783601313
Drug_151601240,0.0007076149747399042
Drug_100002370,0.0007075365540419739
Drug_116131215,0.0007073826715803449
Drug_5833,0.0007072946501526125
Drug_6279,0.0007060014110652659
Drug_100001798,0.0007055481461044478
Drug_216416,0.0007054180869639612
Drug_5184,0.000705372909652379
Drug_100004196,0.0007047882596981465
Drug_5403,0.0007046688991168481
Drug_5572,0.000703789289466594
Drug_6918155,0.0007033480815204589
Drug_100004425,0.0007031557604148565
Drug_100003154,0.0007030417628976747
Drug_100004493,0.0007026621447609767
Drug_100001206,0.0007025951666010411
Drug_3034010,0.0007025136870336766
Drug_100003158,0.0007024908398789098
Drug_126941,0.0007023651563329944
Drug_4820,0.0007022301062166562
Drug_100154058,0.000701558771685457
Drug_5310993,0.000701547365083347
Drug_71414,0.000701338820773249
Drug_100148121,0.0007012290524304454
Drug_100002563,0.0007010199609570883
Drug_51601240,0.0007008879124689517
Drug_100072054,0.0007007315564039903
Drug_103086685,0.0007006793607953036
Drug_55245,0.0007003007011552397
Drug_100004057,0.0007000920623860596
Drug_11626560,0.0006997283437222911
Drug_100003954,0.0006995444222530958
Drug_2266,0.0006991040562019757
Drug_100176870,0.0006988738969446018
Drug_4735,0.0006986943288703164
Drug_100002684,0.0006986219359714343
Drug_5328940,0.0006982356488188473
Drug_100002905,0.0006981985917785149
Drug_4066,0.0006979735779766471
Drug_100032281,0.0006974883250945277
Drug_100004184,0.0006973540859151425
Drug_951,0.0006969967127306632
Drug_100004542,0.0006963284422821381
Drug_100005002,0.0006960929045427717
Drug_100003387,0.0006959820866361738
Drug_100004585,0.0006958027628104152
Drug_100060864,0.0006954257873339984
Drug_100060146,0.0006951273403463273
Drug_100005572,0.0006949696304074117
Drug_100004829,0.00069464890173995
Drug_100005645,0.0006941990818545335
Drug_4449,0.000693541344861791
Drug_4723,0.0006935068761644388
Drug_6224,0.0006931501952227685
Drug_34359,0.0006927401945099204
Drug_2381,0.0006926592693093295
Drug_100004189,0.0006924817395564362
Drug_100005487,0.0006922096552642112
Drug_100005267,0.0006918337941858052
Drug_219078,0.0006914703765566492
Drug_100005410,0.0006913184765023474
Drug_5281107,0.00069054777791127
Drug_2564,0.0006897639446911846
Drug_100059768,0.0006896745296140171
Drug_4493,0.0006895860287224658
Drug_5755,0.0006891193364969295
Drug_111597571,0.0006890292601212591
Drug_3779,0.0006889351007671798
Drug_100000937,0.0006887830079879802
Drug_5920,0.0006887098356031612
Drug_100002130,0.0006886711761905738
Drug_5995,0.000687994325771992
Drug_100002764,0.0006875899643090548
Drug_100003373,0.0006875853497144991
Drug_6456015,0.0006874938691046456
Drug_4946,0.0006874666006696807
Drug_5702160,0.000687338433980357
Drug_4887,0.0006871727670979062
Drug_100004112,0.000687016203921487
Drug_100121749,0.0006869812707071504
Drug_100002375,0.0006867935960579893
Drug_3883,0.0006867343370595307
Drug_111519069,0.0006864122555456238
Drug_3373,0.0006864093127016505
Drug_100004170,0.0006862202790577508
Drug_100004631,0.0006861229322352125
Drug_3746,0.0006857825446288804
Drug_2802,0.0006854007224504208
Drug_3343,0.0006852170286304162
Drug_100003278,0.0006852150267534364
Drug_109854489,0.000685127399734501
Drug_9854489,0.0006851157251226451
Drug_121749,0.0006845458237038204
Drug_100002462,0.0006839720596954768
Drug_119607,0.0006837902251718236
Drug_100003998,0.0006836453599458141
Drug_100003461,0.0006832414208342377
Drug_100002802,0.0006831485645524862
Drug_2170,0.0006827360869747318
Drug_100002266,0.0006823380811997908
Drug_59226,0.0006820720457394111
Drug_100001986,0.000680928120730791
Drug_110635,0.0006804846676425499
Drug_100005732,0.0006800990043129825
Drug_10113978,0.0006796401533394165
Drug_100004634,0.0006795733721983316
Drug_100110635,0.0006793558213968046
Drug_104758,0.0006790989047980587
Drug_5311297,0.0006787362444542009
Drug_100104758,0.0006786762008411828
Drug_100119182,0.0006782453839803482
Drug_100004894,0.0006781512223596771
Drug_3156,0.0006772380635782114
Drug_100003397,0.0006771648386333255
Drug_16136245,0.0006770767399391015
Drug_125074886,0.0006760111181722184
Drug_100005556,0.0006760008769973977
Drug_444030,0.0006757652642095074
Drug_100005515,0.0006756956157273603
Drug_4991,0.0006756632273991612
Drug_5582,0.0006747966817884405
Drug_100003639,0.0006746718075474994
Drug_60164,0.0006741217192727933
Drug_123631,0.0006739904335007799
Drug_100004120,0.0006736379488441135
Drug_65014,0.0006735830733339786
Drug_100004900,0.000672912719219823
Drug_727,0.000672773177595764
Drug_31378,0.0006727597466851762
Drug_2148,0.0006720411823899857
Drug_4034,0.0006720109900170394
Drug_110113978,0.0006718068644243661
Drug_4174,0.0006715852641104756
Drug_49800046,0.0006715724157347724
Drug_100003380,0.0006714005884346986
Drug_100002250,0.000670826887115742
Drug_5743,0.0006706202157343355
Drug_100005530,0.0006703626139782405
Drug_5825,0.0006700614758100409
Drug_3155,0.0006695140629745172
Drug_100002564,0.0006693336176089329
Drug_5282593,0.0006684806597418456
Drug_5560,0.000667936737510803
Drug_65016,0.0006675242990519971
Drug_4184,0.0006669385572067737
Drug_4680,0.0006667153136499155
Drug_969472,0.0006665420476425287
Drug_100003007,0.0006660231598927953
Drug_154058,0.000665545205529229
Drug_5073,0.0006650571130124753
Drug_937,0.0006649910418894319
Drug_5493444,0.000664197178574059
Drug_4919,0.0006640593422010136
Drug_1349907,0.0006640133906424947
Drug_5452,0.000663699359803702
Drug_3661,0.0006636716605205176
Drug_100060853,0.0006636403017612195
Drug_100062924,0.0006634649794977592
Drug_47811,0.000662804586387828
Drug_11519069,0.0006626380589383897
Drug_100003219,0.0006623100476140039
Drug_4748,0.0006621382023671128
Drug_100003440,0.0006621101464054866
Drug_100004768,0.0006620870627581365
Drug_2913,0.0006620866176932842
Drug_100002160,0.0006606668248591288
Drug_72054,0.0006604060276911394
Drug_100005533,0.0006600455998325771
Drug_3081361,0.0006597748051112354
Drug_100005184,0.0006597171731475155
Drug_5734,0.0006595933545415942
Drug_100039764,0.0006593047307306958
Drug_100003003,0.0006592243472220241
Drug_3202,0.0006587635588784675
Drug_4740,0.0006582603836763975
Drug_3114,0.0006578681265804113
Drug_100005734,0.0006575343141852804
Drug_4456,0.0006570539696164726
Drug_6006,0.0006566961434842337
Drug_4943,0.0006555300569031229
Drug_3241,0.0006554520863840969
Drug_5556,0.0006550356442827346
Drug_100003449,0.0006545967229439526
Drug_5381,0.0006543855497160032
Drug_109800339,0.0006539813373019063
Drug_33255,0.0006539483077506355
Drug_77990,0.000653369613408464
Drug_100315411,0.0006529696688478752
Drug_39764,0.000652404870426623
Drug_5656,0.0006520900268252361
Drug_3380,0.000651787942605502
Drug_159269,0.0006517619298990399
Drug_100003685,0.0006516728289579979
Drug_446284,0.0006514986511962911
Drug_100000158,0.0006510731985452979
Drug_100003209,0.000650754186498215
Drug_35370,0.0006491307401571583
Drug_2725,0.0006488641400372284
Drug_100119828,0.0006484611452784002
Drug_1548999,0.0006484421386360963
Drug_5732,0.0006483126654953923
Drug_2905,0.00064767160521919
Drug_100004449,0.0006464424739915704
Drug_4768,0.0006460202298214989
Drug_785,0.0006457010912790976
Drug_100004174,0.0006456488321100648
Drug_5815,0.0006455829006818963
Drug_100005582,0.0006453627882468572
Drug_15951529,0.0006451525462634716
Drug_441336,0.0006449333880529272
Drug_100001983,0.0006415777758391362
Drug_100002118,0.0006415457374650655
Drug_5360696,0.0006414920325936417
Drug_2995,0.0006414797266416274
Drug_100003155,0.0006413792366877251
Drug_60749,0.0006410063399778165
Drug_6252,0.0006410000588827609
Drug_4615,0.0006398505614899077
Drug_100041693,0.0006396675190777704
Drug_100002179,0.00063940191289553
Drug_100004197,0.0006387229481964323
Drug_100002712,0.0006374376736032154
Drug_5381226,0.0006362929791189691
Drug_5281040,0.0006353019954370699
Drug_100005073,0.0006346841051087597
Drug_111228026,0.000634600659508158
Drug_100004740,0.0006344741516998429
Drug_100004205,0.0006343419996356239
Drug_100110634,0.0006337994023794054
Drug_100004745,0.0006336269877162055
Drug_2179,0.0006333239690879965
Drug_100216239,0.0006332671355437941
Drug_5578,0.000633172694119108
Drug_5329098,0.0006328222440281996
Drug_4673,0.0006326814548999051
Drug_2474,0.0006325757867198364
Drug_100002818,0.0006324004174412682
Drug_55283,0.0006319343409367111
Drug_3440,0.0006317526989194227
Drug_100004212,0.0006311844479828269
Drug_100003156,0.0006311518987681732
Drug_100003746,0.0006311257602793861
Drug_100002955,0.0006305995663281249
Drug_100005656,0.0006290384504733327
Drug_100150310,0.0006286253464845699
Drug_100054313,0.0006282561669959628
Drug_100003355,0.0006278054990665913
Drug_100005546,0.0006276859917264016
Drug_5245,0.000626979057222941
Drug_100060752,0.0006262786109997589
Drug_4679,0.0006262750706862173
Drug_100002617,0.0006261810318180714
Drug_105310993,0.0006256592145464279
Drug_104849,0.0006255235541027051
Drug_100002913,0.0006250903274234527
Drug_100123015,0.0006242001727216281
Drug_100219078,0.0006240156713074799
Drug_110634,0.0006239233269004596
Drug_100002187,0.0006236733423514413
Drug_100005314,0.0006231640902111451
Drug_42890,0.0006230866394873856
Drug_60936,0.0006229712781694263
Drug_100005333,0.000622729234642681
Drug_100002631,0.0006220269941002086
Drug_2540,0.0006219006465509392
Drug_5360515,0.000620995967658641
Drug_5314,0.0006202727627160174
Drug_100005578,0.0006194211598015535
Drug_936,0.0006194210219767306
Drug_100061799,0.0006189768798705885
Drug_3657,0.0006185643531105982
Drug_6918313,0.0006184508724926431
Drug_2088,0.0006172349124100509
Drug_5311181,0.0006165061090040954
Drug_6251,0.0006162420737133715
Drug_2881,0.0006160966706781632
Drug_9651,0.0006160164347416375
Drug_5362129,0.0006160145565009133
Drug_100005212,0.0006158294193855297
Drug_116136245,0.0006157588786085223
Drug_5362118,0.0006156723796008234
Drug_100107994,0.000615583146854414
Drug_100003494,0.0006153113339377547
Drug_100000444,0.0006148151576841991
Drug_51634,0.0006145495844155492
Drug_100004991,0.0006144234900288505
Drug_100004680,0.0006143070452530201
Drug_3010818,0.0006142618173344492
Drug_100000750,0.0006138703099564539
Drug_3964,0.0006138384966849715
Drug_100000727,0.0006127398757846768
Drug_100003929,0.0006126762071827044
Drug_3152,0.0006120841946263021
Drug_71329,0.000611649053633407
Drug_5464097,0.000611613313975149
Drug_100002311,0.0006115315807644027
Drug_441314,0.0006114277299819016
Drug_5362123,0.0006108855203253617
Drug_100072111,0.0006107574063781838
Drug_100134018,0.0006106661136487087
Drug_100003222,0.0006106245155233649
Drug_3100,0.0006104728201392142
Drug_2118,0.0006098813923395333
Drug_100004673,0.0006097996973019696
Drug_3007,0.0006097353251283641
Drug_564,0.0006096467881229272
Drug_100004456,0.0006095052637159823
Drug_5483,0.0006087180526330966
Drug_100003199,0.0006073663370298077
Drug_24873435,0.0006069881090035113
Drug_3397,0.0006067124430791502
Drug_3672,0.0006060952088889461
Drug_26986,0.0006051375003218104
Drug_105464096,0.0006047127642169031
Drug_100005077,0.0006040292118521389
Drug_100063001,0.0006032394898031787
Drug_100051577,0.0006027034384311878
Drug_100119607,0.0006024756061916184
Drug_3623,0.0006024201932254102
Drug_100193962,0.0006020401625049616
Drug_100000564,0.0006020311270549806
Drug_100002088,0.0006017954181676744
Drug_445643,0.0006012742923073464
