node,betweenness_centrality
Drug_24873435,0.007009233960885982
Drug_100002949,0.006963991945609918
Drug_100005524,0.006926618106903603
Drug_100005478,0.006889899949578102
Drug_71348,0.006886621542674038
Drug_100002818,0.006832199988066599
Drug_100002250,0.006823676130116036
Drug_33624,0.006769910256889408
Drug_100005035,0.006624348990349025
Drug_5526,0.006586319470261898
Drug_6238,0.006538454729462583
Drug_100003825,0.006517472925276583
Drug_100030623,0.006513538836991707
Drug_5593,0.0064853445376167685
Drug_100122316,0.006450593424433704
Drug_3007,0.006399450276730326
Drug_2678,0.006324702599317698
Drug_100005411,0.006284050353707321
Drug_4499,0.00627618217713757
Drug_3010818,0.006159470891352939
Drug_174174,0.006142423175451813
Drug_3059,0.0061345549988820625
Drug_5734,0.00612865386645475
Drug_109854489,0.006059807321469434
Drug_4178,0.006051283463518871
Drug_100002583,0.005977191467487055
Drug_100005408,0.005952275575016179
Drug_5381226,0.005931293770830177
Drug_338,0.005863102907225674
Drug_116129682,0.005857857456179174
Drug_40692,0.005802124538810108
Drug_5001396,0.005709673464115541
Drug_55283,0.005561489472051909
Drug_54454,0.005550342888578095
Drug_33036,0.00548936452016253
Drug_28864,0.005338557802575647
Drug_100004819,0.005324132812197771
Drug_5333,0.005276923752779269
Drug_4634,0.005263154443782206
Drug_100005359,0.005194963580177702
Drug_6468,0.005111036363433698
Drug_3899,0.0051012011427215105
Drug_4197,0.005063171622634383
Drug_100444033,0.005052680720541383
Drug_3981,0.005028420509451319
Drug_187,0.004949738743753815
Drug_5591,0.0048881046939574365
Drug_2771,0.004887449012576624
Drug_100213023,0.004855976306297622
Drug_5360696,0.004836305864873247
Drug_100003793,0.004828437688303496
Drug_100003342,0.004791719530977994
Drug_30323,0.004790408168216369
Drug_2451,0.004768115001268743
Drug_82153,0.004692711642475302
Drug_5909,0.004673041201050926
Drug_6456015,0.004634355999582986
Drug_6918289,0.004630421911298111
Drug_3440,0.004606161700208047
Drug_31378,0.004590425347068546
Drug_100119828,0.004534692429699482
Drug_71360,0.004481582237853666
Drug_60837,0.004480926556472854
Drug_4746,0.0044763367868071655
Drug_3121,0.0044533879384787275
Drug_100004499,0.004425849320484601
Drug_9887712,0.004421915232199726
Drug_100005002,0.00441798114391485
Drug_100002145,0.004380607305208536
Drug_100039764,0.0043097937160807825
Drug_100004747,0.004307826671938345
Drug_6436173,0.004297991451226156
Drug_100154256,0.004292746000179657
Drug_100002141,0.004263896019423905
Drug_100003384,0.004229144906240841
Drug_82146,0.0042271778620984034
Drug_100004594,0.004204229013769965
Drug_4236,0.004187836979249651
Drug_100123611,0.004157019954351462
Drug_100005515,0.004127514292214898
Drug_10113978,0.004126202929453273
Drug_2881,0.004091451816270209
Drug_5780,0.004091451816270209
Drug_191,0.004091451816270209
Drug_100041774,0.004091451816270209
Drug_5352062,0.004088829090746958
Drug_4946,0.004086206365223708
Drug_9875401,0.004081616595558021
Drug_100002801,0.00407112569346502
Drug_100005546,0.004018015501619205
Drug_100005525,0.004018015501619205
Drug_1548999,0.004014737094715142
Drug_3406,0.00398326438843614
Drug_100003672,0.0038980258089305114
Drug_100059768,0.0038803224116485727
Drug_100002179,0.003870487190936385
Drug_100001983,0.0038527837936544467
Drug_100071616,0.0038527837936544467
Drug_2583,0.0038455712984655087
Drug_82148,0.003815409954948132
Drug_4736,0.003802952008712694
Drug_100004889,0.003791149743858068
Drug_100005508,0.0037885270183348183
Drug_1615,0.003787215655573193
Drug_100193962,0.0037793474790034426
Drug_3478,0.0037780361162418176
Drug_3878,0.0037603327189598794
Drug_100060936,0.003755087267913379
Drug_63009,0.003753775905151754
Drug_681,0.003749186135486066
Drug_100051263,0.0037445963658203785
Drug_100004184,0.0037282043313000652
Drug_100041684,0.0036698486884077495
Drug_51508717,0.0036632918745996244
Drug_100071360,0.003662636193218812
Drug_100002094,0.0036390316635095607
Drug_4114,0.0036246066731316848
Drug_100003348,0.003617394177942747
Drug_156391,0.0035885441971869954
Drug_4189,0.003578053295093995
Drug_100004196,0.0035577271722888066
Drug_111597571,0.0035308442356754926
Drug_3198,0.0035124851570127414
Drug_100002118,0.0034888806273034906
Drug_5213,0.003468554504498302
Drug_100001301,0.0034390488423617378
Drug_5002,0.003401019322274611
Drug_59768,0.0033426636793822953
Drug_2141,0.0032443114722604154
Drug_225609,0.0032430001094987905
Drug_100003386,0.0032390660212139153
Drug_941651,0.0031866115107489126
Drug_100002913,0.0031839887852256623
Drug_4631,0.0031721865203710366
Drug_2467,0.0031492376720425983
Drug_100002160,0.0031243217795717216
Drug_23668479,0.0030771127201532195
Drug_23951,0.003070555906345094
Drug_100125889,0.003070555906345094
Drug_100004192,0.003070555906345094
Drug_8378,0.0030587536414904684
Drug_20469,0.0030390832000660923
Drug_100003957,0.0030240025283074044
Drug_5362123,0.0030135116262144036
Drug_111163584,0.003000397998598153
Drug_5815,0.00299187414064759
Drug_60877,0.0029866286896010896
Drug_2239,0.0029564673460837133
Drug_3152,0.002931551453612837
Drug_100031378,0.002909913968046023
Drug_100002474,0.002855492413438583
Drug_100005595,0.002820085618874706
Drug_100003008,0.0028168072119706435
Drug_3696,0.002813528805066581
Drug_100006726,0.0027958254077846425
Drug_100003151,0.002761729975982391
Drug_3156,0.0027368140835115147
Drug_5994,0.0027309129510842017
Drug_100002713,0.002719110686229576
Drug_100003767,0.002716487960706326
Drug_100060795,0.0026679675385261987
Drug_100003003,0.0026482970971018227
Drug_55245,0.0026469857343401973
Drug_57363,0.0026384618763896344
Drug_100036523,0.002629282337058259
Drug_4679,0.0025866630473054446
Drug_100005544,0.002556501703788068
Drug_119828,0.0025414210320293795
Drug_4413,0.0025368312623636918
Drug_5756,0.0025368312623636918
Drug_219078,0.002526996041651504
Drug_9966051,0.0025132267326544405
Drug_100004046,0.0024974903795149397
Drug_4723,0.0024942119726108773
Drug_100000187,0.002470607442901626
Drug_60934,0.00245618245252375
Drug_2950,0.0024515926828580625
Drug_5709,0.0024476585945731873
Drug_936,0.002443724506288312
Drug_11683,0.0024430688249074996
Drug_4171,0.0023984824910122473
Drug_100003639,0.0023729109171605586
Drug_100005267,0.002348650706070495
Drug_5819,0.0023434052550239943
Drug_106433091,0.0023263575391228686
Drug_100003308,0.0023191450439339306
Drug_100003406,0.0022575109941375526
Drug_4888,0.002252921224471865
Drug_28417,0.002239151915474802
Drug_3675,0.0022378405527131765
Drug_5359272,0.00221030193471905
Drug_121892,0.0021775178656784234
Drug_100004634,0.0021617815125389225
Drug_2662,0.002154569017349985
Drug_4057,0.0021342428945447965
Drug_103062316,0.0021034258696466072
Drug_4184,0.002077198614414106
Drug_100003158,0.0020562168102281047
Drug_564,0.002049004315039167
Drug_5328940,0.0020483486336583543
Drug_100023951,0.0020483486336583543
Drug_4192,0.0020483486336583543
Drug_105381226,0.0020483486336583543
Drug_6251,0.0020483486336583543
Drug_100002973,0.0020483486336583543
Drug_3488,0.0020483486336583543
Drug_100003278,0.0020483486336583543
Drug_100002022,0.0020483486336583543
Drug_5403,0.0020483486336583543
Drug_3825,0.0020483486336583543
Drug_124087,0.002044414545373479
Drug_74989,0.002043103182611854
Drug_100000564,0.0020299895549956036
Drug_100003878,0.0020122861577136653
Drug_5388961,0.0020090077508096026
Drug_5484727,0.0020090077508096026
Drug_100005152,0.001998516848716602
Drug_100004583,0.0019873702652427887
Drug_2955,0.001976223681768976
Drug_2476,0.0019473737010132243
Drug_1548886,0.0019447509754899743
Drug_657237,0.0019355714361585987
Drug_3062316,0.0019159009947342226
Drug_100005454,0.0019119669064493474
Drug_68740,0.0019099998623069098
Drug_5978,0.001890329420882534
Drug_100148211,0.001883116925693596
Drug_100005376,0.0018726260236005955
Drug_100010100,0.0018726260236005955
Drug_100002955,0.0018641021656500326
Drug_100004409,0.0018555783076994697
Drug_100005318,0.0018273840083245308
Drug_4828,0.0018254169641820932
Drug_4943,0.00181689310623153
Drug_5281034,0.0018083692482809672
Drug_2801,0.0017965669834263415
Drug_4926,0.0017913215323798414
Drug_11234049,0.001776240860621153
Drug_100005538,0.0017723067723362778
Drug_4139,0.0017709954095746529
Drug_100032800,0.0017605045074816524
Drug_100208902,0.0017585374633392148
Drug_5314,0.0017473908798654016
Drug_100004724,0.0017250977129177755
Drug_100003121,0.0017106727225398998
Drug_446155,0.001707394315635837
Drug_100004638,0.0017001818204468993
Drug_100005372,0.00166674207002546
Drug_5656,0.001665430707263835
Drug_100022258,0.0016628079817405847
Drug_100004913,0.0016608409375981471
Drug_111001318,0.0016595295748365222
Drug_100004992,0.0016503500355051466
Drug_84029,0.0016431375403162087
Drug_4735,0.0016333023196040209
Drug_3306,0.001627401187176708
Drug_2536,0.0016208443733685826
Drug_100003075,0.0016195330106069576
Drug_2818,0.0016116648340372072
Drug_443953,0.0015985512064209564
Drug_4449,0.0015939614367552687
Drug_2179,0.0015900273484703935
Drug_3964,0.001572323951188455
Drug_124950485,0.0015677341815227674
Drug_5530,0.0015565875980489544
Drug_100003916,0.0015480637400983913
Drug_100004058,0.0015434739704327037
Drug_444008,0.0015270819359123904
Drug_5311181,0.0015264262545315779
Drug_110182969,0.0015139683082961398
Drug_11020241,0.0014969205923950138
Drug_3100,0.0014785615137322629
Drug_100003016,0.0014779058323514504
Drug_2442,0.0014733160626857627
Drug_100060146,0.0014713490185433251
Drug_3155,0.0014680706116392624
Drug_100132971,0.0014661035674968248
Drug_10836,0.0014569240281654492
Drug_2170,0.0014424990377875735
Drug_100004536,0.001440531993645136
Drug_443878,0.0014339751798370106
Drug_100004197,0.0014097149687469469
Drug_64929,0.0014097149687469469
Drug_71301,0.0014077479246045093
Drug_100065999,0.0014005354294155715
Drug_100001775,0.001391355890084196
Drug_100000338,0.0013782422624679454
Drug_100004032,0.0013710297672790074
Drug_4820,0.0013625059093284445
Drug_100071329,0.001360538865186007
Drug_100003251,0.0013598831838051943
Drug_9833444,0.0013592275024243818
Drug_100005032,0.0013526706886162565
Drug_100039860,0.0013408684237616309
Drug_100004679,0.0013356229727151305
Drug_4032,0.0013277547961453803
Drug_100005584,0.0013061173105785666
Drug_5378,0.0012903809574390658
Drug_100004168,0.0012779230112036277
Drug_100005523,0.0012766116484420025
Drug_5280793,0.0012720218787763149
Drug_3151,0.0012720218787763149
Drug_100156326,0.0012654650649681896
Drug_4771,0.0012595639325408768
Drug_25096,0.0012516957559711263
Drug_100002366,0.0012497287118286887
Drug_100125017,0.0012471059863054387
Drug_100005070,0.0012444832607821884
Drug_100004174,0.001237926446974063
Drug_5280453,0.001237926446974063
Drug_4042,0.0012333366773083754
Drug_21855,0.0012267798635002501
Drug_158781,0.001213010554503187
Drug_4168,0.0011887503434131232
Drug_3016,0.0011789151227009351
Drug_100004253,0.0011730139902736223
Drug_41684,0.001166457176465497
Drug_5584,0.0011428526467562458
Drug_5524,0.0011303947005208077
Drug_54384,0.0011290833377591825
Drug_3342,0.0011264606122359324
Drug_100004011,0.0011264606122359324
Drug_100001046,0.001121215161189432
Drug_4911,0.0011199037984278072
Drug_146570,0.0011120356218580567
Drug_5479530,0.0011094128963348067
Drug_441277,0.001108757214953994
Drug_109887712,0.0011041674452883063
Drug_106918313,0.0011028560825266812
Drug_100176870,0.0010890867735296181
Drug_6252,0.0010884310921488055
Drug_2764,0.0010831856411023053
Drug_6726,0.0010825299597214926
Drug_100003823,0.0010825299597214926
Drug_100004601,0.0010759731459133674
Drug_100134018,0.0010759731459133674
Drug_100003345,0.001070727694866867
Drug_60606,0.0010700720134860545
Drug_3559,0.0010700720134860545
Drug_100060752,0.0010608924741546792
Drug_100005077,0.0010451561210151783
Drug_100003042,0.0010445004396343657
Drug_100003623,0.0010392549885878655
Drug_100004440,0.0010392549885878655
Drug_100003397,0.0010379436258262404
Drug_100000298,0.001028764086494865
Drug_100005430,0.0010248299982099898
Drug_100093860,0.0010248299982099898
Drug_100004623,0.0010248299982099898
Drug_11707110,0.0010248299982099898
Drug_144462760,0.0010248299982099898
Drug_123619,0.0010248299982099898
Drug_100002675,0.0010248299982099898
Drug_132999,0.0010248299982099898
Drug_1990,0.0010248299982099898
Drug_2156,0.0010248299982099898
Drug_100023925,0.0010248299982099898
Drug_100000146,0.0010248299982099898
Drug_100004451,0.0010248299982099898
Drug_100315411,0.0010248299982099898
Drug_23926,0.0010248299982099898
Drug_100004547,0.0010248299982099898
Drug_100002367,0.0010248299982099898
Drug_4473,0.0010248299982099898
Drug_12560,0.0010248299982099898
Drug_100003899,0.0010241743168291771
Drug_105328940,0.0010235186354483647
Drug_33255,0.001021551591305927
Drug_100002148,0.001018928865782677
Drug_100004920,0.0010176175030210519
Drug_123631,0.001009093645070489
Drug_4601,0.0010071266009280514
Drug_100004639,0.0010058152381664262
Drug_5483,0.0010051595567856138
Drug_444,0.0010045038754048013
Drug_107994,0.0010045038754048013
Drug_100005578,0.0010045038754048013
Drug_100002550,0.0010045038754048013
Drug_1727,0.0010025368312623637
Drug_5284616,0.0010025368312623637
Drug_111234049,0.0010012254685007385
Drug_103081361,0.0009972913802158633
Drug_20279,0.0009835220712188
Drug_100124087,0.0009815550270763625
Drug_176870,0.0009756538946490498
Drug_4044,0.0009645073111752367
Drug_100004189,0.0009618845856519865
Drug_100004422,0.0009592618601287365
Drug_103086685,0.0009559834532246737
Drug_2244,0.000950082320797361
Drug_4046,0.000950082320797361
Drug_100003519,0.0009461482325124858
Drug_638678,0.0009395914187043604
Drug_3157,0.0009376243745619228
Drug_92253,0.0009369686931811103
Drug_27400,0.0009369686931811103
Drug_100003911,0.0009369686931811103
Drug_2391,0.0009350016490386727
Drug_2351,0.0009336902862770476
Drug_5311065,0.00093172324213461
Drug_100004436,0.0009258221097072973
Drug_154100,0.0009251664283264847
Drug_9838021,0.0009238550655648596
Drug_110324367,0.0009225437028032345
Drug_100123597,0.0009205766586607969
Drug_100002725,0.0009199209772799844
Drug_5311068,0.0009048403055212962
Drug_100010660,0.0009028732613788586
Drug_11450633,0.0009028732613788586
Drug_2118,0.0009002505358556084
Drug_3661,0.0008956607661899207
Drug_838,0.0008917266779050455
Drug_100007638,0.000881235775812045
Drug_104741,0.0008779573689079822
Drug_89594,0.0008641880599109191
Drug_4543,0.0008602539716260439
Drug_2729,0.0008582869274836063
Drug_100002249,0.0008550085205795436
Drug_60853,0.0008504187509138559
Drug_116134956,0.0008425505743441054
Drug_100002540,0.0008425505743441054
Drug_4976,0.0008392721674400428
Drug_4615,0.0008340267163935426
Drug_636380,0.0008300926281086673
Drug_100005401,0.0008294369467278548
Drug_100002905,0.0008209130887772919
Drug_100002187,0.0008196017260156668
Drug_3345,0.0008169790004924167
Drug_4011,0.0008005869659721034
Drug_1548954,0.0007992756032104782
Drug_100119607,0.0007966528776872281
Drug_100005039,0.0007966528776872281
Drug_100083513,0.0007907517452599153
Drug_26986,0.0007900960638791028
Drug_1065,0.0007887847011174777
Drug_4174,0.0007881290197366651
Drug_8223,0.0007737040293587894
Drug_100005184,0.0007723926665971644
Drug_2995,0.0007697699410739142
Drug_4058,0.0007638688086466014
Drug_4205,0.0007625574458849764
Drug_100005771,0.0007612460831233513
Drug_100004236,0.0007566563134576636
Drug_100005735,0.0007514108624111633
Drug_60198,0.0007487881368879132
Drug_100003826,0.0007481324555071007
Drug_5362436,0.0007468210927454756
Drug_4051,0.0007389529161757252
Drug_216237,0.0007376415534141001
Drug_2725,0.0007369858720332876
Drug_100004911,0.0007369858720332876
Drug_100004585,0.0007356745092716626
Drug_37464,0.0007343631465100374
Drug_100003372,0.0007317404209867874
Drug_3055,0.0007284620140827246
Drug_100004748,0.0007258392885594745
Drug_5039,0.0007245279257978495
Drug_5357,0.0007192824747513491
Drug_109966051,0.0007192824747513491
Drug_3355,0.0007153483864664739
Drug_4680,0.0007140370237048489
Drug_4594,0.0007133813423240364
Drug_219024,0.0007087915726583486
Drug_100002995,0.0007015790774694108
Drug_100004114,0.0007009233960885982
Drug_100003249,0.0006976449891845356
Drug_100005470,0.0006864984057107225
Drug_100004746,0.0006851870429490975
Drug_100004211,0.0006851870429490975
Drug_5029,0.0006825643174258473
Drug_100004946,0.000666172282905534
Drug_3148,0.0006635495573822838
Drug_100002308,0.000656337062193346
Drug_5825,0.0006510916111468457
Drug_2540,0.0006510916111468457
Drug_100002781,0.0006497802483852207
Drug_77993,0.0006491245670044081
Drug_213046,0.0006465018414811579
Drug_657180,0.0006419120718154703
Drug_154417,0.0006399450276730326
Drug_100003827,0.0006386336649114076
Drug_5070,0.000637977983530595
Drug_2344,0.00063666662076897
Drug_100003696,0.0006333882138649073
Drug_106433117,0.000629454125580032
Drug_100003869,0.0006274870814375945
Drug_6018,0.0006228973117719068
Drug_100003059,0.0006222416303910942
Drug_5487,0.0006215859490102817
Drug_4409,0.0006209302676294692
Drug_5281037,0.0006156848165829689
Drug_5284594,0.0006124064096789063
Drug_100041693,0.0006117507282980937
Drug_60846,0.0006078166400132185
Drug_4614,0.0006012598262050932
Drug_100005472,0.0006012598262050932
Drug_100002435,0.0006006041448242806
Drug_60795,0.000598637100681843
Drug_110113978,0.000597325737920218
Drug_3410,0.0005966700565394054
Drug_5454,0.0005960143751585928
Drug_221493,0.0005953586937777804
Drug_60822,0.0005920802868737177
Drug_100002159,0.0005914246054929052
Drug_100003325,0.0005907689241120926
Drug_100065856,0.0005815893847807171
Drug_3494,0.0005737212082109667
Drug_5073,0.0005730655268301543
Drug_100004493,0.0005724098454493417
Drug_60834,0.0005710984826877166
Drug_100003962,0.0005704428013069041
Drug_100077993,0.000569131438545279
Drug_100023897,0.0005599518992139036
Drug_100002806,0.0005553621295482158
Drug_100003269,0.0005540507667865908
Drug_100037392,0.0005527394040249657
Drug_100004163,0.0005520837226441532
Drug_60164,0.0005514280412633406
Drug_100004943,0.0005514280412633406
Drug_100077992,0.0005481496343592779
Drug_5210,0.0005402814577895275
Drug_71329,0.0005370030508854649
Drug_2828,0.0005350360067430273
Drug_100005078,0.0005330689626005897
Drug_151171,0.000529790555696527
Drug_5775,0.000529790555696527
Drug_100003661,0.0005206110163651516
Drug_3042,0.0005160212466994638
Drug_2215,0.0005153655653186513
Drug_100003100,0.0005133985211762137
Drug_100000119,0.0005127428397954011
Drug_100003381,0.0005107757956529635
Drug_100000951,0.0005094644328913385
Drug_100003219,0.0005081530701297135
Drug_5983,0.0005068417073680883
Drug_3001055,0.0005042189818448383
Drug_100004170,0.000500284893559963
Drug_6918155,0.0004996292121791505
Drug_4585,0.0004930723983710252
Drug_4636,0.000490449672847775
Drug_100004048,0.0004878269473245249
Drug_18381,0.0004865155845628998
Drug_100002351,0.00048520422180127476
Drug_100002443,0.00047930308937396194
Drug_4917,0.0004760246824698993
Drug_1032,0.0004734019569466491
Drug_100005358,0.0004727462755658366
Drug_100213046,0.000470779231423399
Drug_6337614,0.000470779231423399
Drug_100003478,0.0004701235500425865
Drug_4495,0.00046291105485364863
Drug_3032,0.00046225537347283606
Drug_100003340,0.000460944010711211
Drug_100170361,0.00046028832933039845
Drug_62865,0.00046028832933039845
Drug_53232,0.0004543871969030857
Drug_5865,0.0004537315155222731
Drug_5360515,0.00044586333895252274
Drug_439302,0.00044389629481008514
Drug_6918554,0.000441273569286835
Drug_115237,0.0004360281182403347
Drug_100002462,0.0004347167554787097
Drug_100002244,0.00043406107409789716
Drug_100005333,0.00043078266719383447
Drug_100003510,0.00042881562305139686
Drug_100002170,0.0004275042602897718
Drug_100065014,0.00042488153476652165
Drug_5311101,0.0004235701720048966
Drug_5282411,0.000421603127862459
Drug_100004235,0.0004157019954351462
Drug_47811,0.00041307926991189606
Drug_2477,0.00041111222576945846
Drug_100003559,0.0004025883678188955
Drug_100000303,0.000401932686438083
Drug_5311304,0.0003979985981532078
Drug_3083544,0.0003848849705369571
Drug_100005650,0.00038160656363289447
Drug_100121892,0.00037898383810964435
Drug_100003938,0.00037767247534801926
Drug_100005210,0.00037767247534801926
Drug_39468,0.00037636111258639417
Drug_100002477,0.00037570543120558165
Drug_4935,0.00037373838706314405
Drug_5920,0.0003704599801590814
Drug_100062924,0.00036980429877826883
Drug_8226,0.0003684929360166438
Drug_100005203,0.0003671815732550187
Drug_100147912,0.0003671815732550187
Drug_23897,0.0003658702104933937
Drug_100005512,0.00036390316635095607
Drug_100002771,0.00035603498978120564
Drug_100004543,0.00035210090149633043
Drug_2541,0.0003501338573538929
Drug_100072111,0.0003475111318306427
Drug_100036339,0.0003475111318306427
Drug_100060878,0.0003455440876882051
Drug_3869,0.0003455440876882051
Drug_193962,0.00034160999940332994
Drug_100004044,0.00034095431802251737
Drug_100005314,0.00034095431802251737
Drug_100003915,0.00034029863664170485
Drug_5355,0.00034029863664170485
Drug_100004449,0.00033964295526089233
Drug_4456,0.00033964295526089233
Drug_5281107,0.0003291520531678918
Drug_443884,0.0003271850090254542
Drug_444030,0.00032652932764464166
Drug_100084003,0.00032456228350220405
Drug_3219,0.00032390660212139154
Drug_785,0.000313415700028391
Drug_100004927,0.00031079297450514086
Drug_3827,0.0003101372931243283
Drug_37392,0.00030817024898189074
Drug_1983,0.00030751456760107817
Drug_110635,0.00030685888622026565
Drug_100219024,0.0003016134351737654
Drug_2783,0.0002976793468888902
Drug_3517,0.0002944009399848275
Drug_6436,0.0002924338958423899
Drug_5282380,0.00028784412617670216
Drug_43008,0.0002865327634150771
Drug_4748,0.0002865327634150771
Drug_100151171,0.00028325435651101443
Drug_5288826,0.00028325435651101443
Drug_100002684,0.00028325435651101443
Drug_100004810,0.0002819429937493894
Drug_100004139,0.00027735322408370167
Drug_100002476,0.00027079641027557633
Drug_5032,0.00026948504751395124
Drug_100057537,0.0002662066406098886
Drug_100002541,0.000264239596467451
Drug_100004140,0.000264239596467451
Drug_2352,0.0002629282337058259
Drug_449171,0.00025964982680176326
Drug_2083,0.0002583384640401382
Drug_100004771,0.00025768278265932566
Drug_6279,0.00025768278265932566
Drug_2733525,0.00025768278265932566
Drug_100054840,0.00025768278265932566
Drug_3767,0.0002570271012785131
Drug_100483407,0.00025243733161282536
Drug_100027400,0.00025178165023201284
Drug_100004635,0.00024981460608957523
Drug_5035,0.0002491589247087627
Drug_5284604,0.0002491589247087627
Drug_100115237,0.0002485032433279502
Drug_100002391,0.0002458805178047
Drug_110634,0.0002458805178047
Drug_4158,0.0002452248364238875
Drug_51601240,0.000244569155043075
Drug_942,0.00024194642951982484
Drug_111519069,0.0002412907481390123
Drug_100003155,0.00024063506675819977
Drug_100002585,0.00023997938537738723
Drug_100060830,0.00023866802261576217
Drug_5472,0.00023801234123494965
Drug_5453,0.0002373566598541371
Drug_129211,0.00023670097847332456
Drug_100004034,0.0002334225715692619
Drug_60464,0.0002334225715692619
Drug_100002712,0.00023276689018844938
Drug_2405,0.00023145552742682431
Drug_5467,0.0002275214391419491
Drug_100005052,0.00022621007638032404
Drug_3103,0.00022424303223788643
Drug_5533,0.00022227598809544883
Drug_100001986,0.00022227598809544883
Drug_31307,0.0002216203067146363
Drug_2732,0.0002196532625721987
Drug_100003403,0.0002196532625721987
Drug_100002512,0.00021899758119138616
Drug_125017,0.00021899758119138616
Drug_110465263,0.0002157191742873235
Drug_100004829,0.0002137521301448859
Drug_100004736,0.0002098180418600107
Drug_247,0.00020522827219432297
Drug_446220,0.00020457259081351043
Drug_100004828,0.00020326122805188536
Drug_439260,0.00020129418390944776
Drug_100004768,0.0001999828211478227
Drug_10660,0.00019867145838619763
Drug_2145,0.00019670441424376003
Drug_100005245,0.0001960487328629475
Drug_3002977,0.00019342600733969736
Drug_100064929,0.00019277032595888484
Drug_109800339,0.00019277032595888484
Drug_100008230,0.00019277032595888484
Drug_4211,0.0001921146445780723
Drug_3404,0.00019145896319725975
Drug_2761,0.00019145896319725975
Drug_100005593,0.00019080328181644724
Drug_100001206,0.0001901476004356347
Drug_100004782,0.0001901476004356347
Drug_100006018,0.0001862135121507595
Drug_100005656,0.0001862135121507595
Drug_4992,0.00018555783076994696
Drug_100003914,0.00018555783076994696
Drug_5280723,0.00018490214938913442
Drug_100003918,0.00018490214938913442
