drug_1,drug_2,similarity,distance
Drug_100000158,Drug_100010100,0.6788194913757211,0.32118050862427894
Drug_100000158,Drug_100012453,0.6445928796694789,0.35540712033052113
Drug_100000158,Drug_100023897,0.693817625013726,0.306182374986274
Drug_100000158,Drug_100027400,0.6470782860708013,0.3529217139291987
Drug_100000158,Drug_100027991,0.6265044621125311,0.3734955378874689
Drug_100000158,Drug_100032281,0.7563937897207702,0.2436062102792298
Drug_100000158,Drug_100032800,0.7169316862650205,0.28306831373497954
Drug_100000158,Drug_100036523,0.7140311194744478,0.28596888052555225
Drug_100000158,Drug_100039860,0.7099079409844887,0.29009205901551127
Drug_100000158,Drug_100041693,0.6261019718384202,0.3738980281615798
Drug_100000158,Drug_100042955,0.6540850272524673,0.3459149727475327
Drug_100000158,Drug_100051263,0.685282844561889,0.31471715543811096
Drug_100000158,Drug_100054313,0.6516429526565564,0.34835704734344364
Drug_100000158,Drug_100054373,0.7256765591364467,0.2743234408635533
Drug_100000158,Drug_100057537,0.6863847908782994,0.3136152091217006
Drug_100000158,Drug_100059768,0.6264242670444705,0.3735757329555295
Drug_100000158,Drug_100060146,0.672641994429745,0.32735800557025496
Drug_100000158,Drug_100060612,0.7159733982095721,0.28402660179042793
Drug_100000158,Drug_100060853,0.6102046311144431,0.3897953688855569
Drug_100000158,Drug_100060878,0.6541257370082865,0.34587426299171353
Drug_100000158,Drug_100065014,0.6623754155859741,0.3376245844140259
Drug_100000158,Drug_100068613,0.6214412499175762,0.3785587500824238
Drug_100000158,Drug_100071348,0.7120617334602031,0.2879382665397969
Drug_100000158,Drug_100071360,0.683798507696205,0.316201492303795
Drug_100000158,Drug_100104849,0.6508696692824661,0.34913033071753385
Drug_100000158,Drug_100104865,0.7193916817421804,0.2806083182578196
Drug_100000158,Drug_100115237,0.6177428000088963,0.38225719999110375
Drug_100000158,Drug_100123597,0.6812695194051759,0.3187304805948241
Drug_100000158,Drug_100125017,0.6830257123044138,0.3169742876955862
Drug_100000158,Drug_100151171,0.6930929691758615,0.3069070308241385
Drug_100000158,Drug_100156326,0.6360368751454646,0.3639631248545354
Drug_100000158,Drug_100158781,0.7025667016114213,0.2974332983885787
Drug_100000158,Drug_100213046,0.7042982420805672,0.29570175791943276
Drug_100000158,Drug_100216237,0.6518396946765076,0.3481603053234924
Drug_100000158,Drug_100483407,0.6343241648829036,0.36567583511709645
Drug_100000158,Drug_100656628,0.6019916717337993,0.3980083282662007
Drug_100000158,Drug_104849,0.6714372242771441,0.32856277572285586
Drug_100000158,Drug_104865,0.7153770722166651,0.28462292778333487
Drug_100000158,Drug_10531,0.7158568936107524,0.28414310638924756
Drug_100000158,Drug_106433117,0.6507895119949251,0.3492104880050749
Drug_100000158,Drug_106918313,0.6826749540432835,0.3173250459567165
Drug_100000158,Drug_10836,0.6446687504333787,0.3553312495666213
Drug_100000158,Drug_109800339,0.600813534023324,0.39918646597667595
Drug_100000158,Drug_109825285,0.7340244341125308,0.2659755658874692
Drug_100000158,Drug_110465263,0.6861636668294051,0.3138363331705949
Drug_100000158,Drug_115237,0.6592159304030955,0.34078406959690455
Drug_100000158,Drug_116132265,0.6364884601948442,0.3635115398051558
Drug_100000158,Drug_116136245,0.6062733154296964,0.3937266845703036
Drug_100000158,Drug_11658859,0.7378722272533593,0.2621277727466407
Drug_100000158,Drug_119569,0.6668474740228405,0.3331525259771595
Drug_100000158,Drug_123668479,0.666395144846571,0.33360485515342897
Drug_100000158,Drug_124965990,0.7121222606009397,0.28787773939906025
Drug_100000158,Drug_125017,0.6873823299428957,0.3126176700571043
Drug_100000158,Drug_129211,0.7200225376199978,0.2799774623800022
Drug_100000158,Drug_151171,0.654654701727487,0.34534529827251303
Drug_100000158,Drug_158781,0.6832577578798527,0.31674224212014734
Drug_100000158,Drug_16136245,0.6182441165789321,0.3817558834210679
Drug_100000158,Drug_163091,0.6934316407886234,0.3065683592113766
Drug_100000158,Drug_1978,0.6991028697612749,0.3008971302387251
Drug_100000158,Drug_2083,0.7038473075255232,0.29615269247447684
Drug_100000158,Drug_2092,0.7072684768483045,0.2927315231516955
Drug_100000158,Drug_213046,0.6991501306962268,0.3008498693037732
Drug_100000158,Drug_2141,0.6431499744474534,0.35685002555254663
Drug_100000158,Drug_2159,0.6938434238965174,0.30615657610348257
Drug_100000158,Drug_216237,0.6666345867493053,0.3333654132506947
Drug_100000158,Drug_2215,0.733748950260826,0.266251049739174
Drug_100000158,Drug_2216,0.6604721509812425,0.33952784901875754
Drug_100000158,Drug_2239,0.6544491854216734,0.3455508145783266
Drug_100000158,Drug_2249,0.7184061592172165,0.2815938407827835
Drug_100000158,Drug_2352,0.6572723769701192,0.3427276230298808
Drug_100000158,Drug_2366,0.6593599437986669,0.3406400562013331
Drug_100000158,Drug_23668479,0.6131371184621033,0.3868628815378967
Drug_100000158,Drug_2369,0.6738914445226536,0.3261085554773464
Drug_100000158,Drug_23897,0.6950009924083925,0.3049990075916075
Drug_100000158,Drug_24066,0.6105166101047982,0.3894833898952018
Drug_100000158,Drug_2435,0.6436027673493501,0.35639723265064993
Drug_100000158,Drug_2476,0.678951758087682,0.32104824191231796
Drug_100000158,Drug_2477,0.6962026780332039,0.3037973219667961
Drug_100000158,Drug_24965990,0.755361566291346,0.244638433708654
Drug_100000158,Drug_2540,0.6145341631357395,0.3854658368642605
Drug_100000158,Drug_2541,0.7102232366078647,0.2897767633921353
Drug_100000158,Drug_2585,0.7099163958624027,0.29008360413759726
Drug_100000158,Drug_26986,0.6371712877862789,0.36282871221372115
Drug_100000158,Drug_2729,0.6240774087694219,0.37592259123057814
Drug_100000158,Drug_27400,0.6849135991581767,0.31508640084182327
Drug_100000158,Drug_2761,0.7017551917373083,0.29824480826269173
Drug_100000158,Drug_2764,0.6843083028907729,0.31569169710922707
Drug_100000158,Drug_2771,0.6755253420401695,0.32447465795983055
Drug_100000158,Drug_2783,0.6587113003769006,0.3412886996230994
Drug_100000158,Drug_27991,0.6870448838826395,0.3129551161173605
Drug_100000158,Drug_2828,0.6242449523266165,0.3757550476733835
Drug_100000158,Drug_28864,0.7146854733321611,0.28531452666783885
Drug_100000158,Drug_2913,0.642242483785052,0.357757516214948
Drug_100000158,Drug_2955,0.6124336063874491,0.38756639361255085
Drug_100000158,Drug_3066,0.7085658923143912,0.29143410768560885
Drug_100000158,Drug_3083544,0.679099466510313,0.32090053348968695
Drug_100000158,Drug_31100,0.6829315521741811,0.3170684478258189
Drug_100000158,Drug_3151,0.6331594131567099,0.36684058684329013
Drug_100000158,Drug_3155,0.6397939650929836,0.3602060349070164
Drug_100000158,Drug_3157,0.7257334317370316,0.27426656826296836
Drug_100000158,Drug_3168,0.6673418394314579,0.33265816056854214
Drug_100000158,Drug_3340,0.6860247523242101,0.3139752476757899
Drug_100000158,Drug_3343,0.636585550038694,0.363414449961306
Drug_100000158,Drug_3345,0.6495762154251734,0.3504237845748266
Drug_100000158,Drug_3372,0.6809619747073046,0.3190380252926954
Drug_100000158,Drug_3386,0.6196331949547108,0.3803668050452892
Drug_100000158,Drug_3410,0.7132134320974964,0.28678656790250356
Drug_100000158,Drug_3519,0.6872376848172401,0.3127623151827599
Drug_100000158,Drug_36811,0.6165124585229992,0.3834875414770008
Drug_100000158,Drug_3749,0.6718197409624443,0.32818025903755565
Drug_100000158,Drug_3779,0.6701875716412985,0.3298124283587015
Drug_100000158,Drug_3827,0.6494313080819581,0.35056869191804185
Drug_100000158,Drug_383413,0.6012165315165117,0.39878346848348833
Drug_100000158,Drug_3869,0.7038355853964815,0.2961644146035185
Drug_100000158,Drug_3916,0.6597666946463393,0.3402333053536607
Drug_100000158,Drug_3954,0.6206985565341889,0.3793014434658111
Drug_100000158,Drug_3981,0.6828404676701779,0.3171595323298221
Drug_100000158,Drug_39860,0.7448081665435969,0.25519183345640306
Drug_100000158,Drug_4011,0.6157702590072247,0.3842297409927753
Drug_100000158,Drug_4140,0.7095261737557617,0.29047382624423834
Drug_100000158,Drug_41693,0.6728367499254714,0.3271632500745286
Drug_100000158,Drug_4171,0.6528264889664497,0.3471735110335503
Drug_100000158,Drug_4205,0.6421110203690694,0.3578889796309306
Drug_100000158,Drug_43008,0.6827383260390764,0.31726167396092364
Drug_100000158,Drug_439260,0.6430654788869843,0.3569345211130157
Drug_100000158,Drug_439302,0.6885903571271359,0.3114096428728641
Drug_100000158,Drug_441277,0.6794450832697424,0.3205549167302576
Drug_100000158,Drug_4436,0.7074760263481196,0.29252397365188043
Drug_100000158,Drug_443884,0.7430385702660723,0.25696142973392766
Drug_100000158,Drug_4631,0.7136803030713773,0.2863196969286227
Drug_100000158,Drug_4636,0.6979548166443642,0.3020451833556358
Drug_100000158,Drug_4639,0.7226723980949185,0.27732760190508154
Drug_100000158,Drug_4736,0.629405517098125,0.370594482901875
Drug_100000158,Drug_4748,0.6412564702582093,0.3587435297417907
Drug_100000158,Drug_4768,0.6678961737888962,0.3321038262111038
Drug_100000158,Drug_47811,0.6574618173516703,0.3425381826483297
Drug_100000158,Drug_4828,0.6538572503652809,0.34614274963471914
Drug_100000158,Drug_4830,0.7164618387574456,0.2835381612425544
Drug_100000158,Drug_4850,0.7170755152245059,0.28292448477549414
Drug_100000158,Drug_4893,0.6823016943536336,0.31769830564636636
Drug_100000158,Drug_4917,0.6339054580092912,0.3660945419907088
Drug_100000158,Drug_4926,0.6703111017056692,0.3296888982943308
Drug_100000158,Drug_4946,0.6656417239781618,0.3343582760218382
Drug_100000158,Drug_4976,0.6707924484014005,0.3292075515985995
Drug_100000158,Drug_5073,0.6576775114662732,0.3423224885337268
Drug_100000158,Drug_5078,0.6641930160335138,0.3358069839664862
Drug_100000158,Drug_5090,0.6071774447700335,0.39282255522996645
Drug_100000158,Drug_5095,0.6622036054956356,0.3377963945043644
Drug_100000158,Drug_51263,0.6607811144204577,0.3392188855795423
Drug_100000158,Drug_5152,0.7390128429003804,0.2609871570996196
Drug_100000158,Drug_5280360,0.670272896999727,0.32972710300027297
Drug_100000158,Drug_5281037,0.657569344135104,0.34243065586489596
Drug_100000158,Drug_5282381,0.6822662556810252,0.31773374431897483
Drug_100000158,Drug_5282411,0.6930474672605828,0.30695253273941725
Drug_100000158,Drug_5284594,0.691432379638781,0.308567620361219
Drug_100000158,Drug_5284596,0.6605681111224522,0.3394318888775478
Drug_100000158,Drug_5284603,0.7059979426889251,0.29400205731107487
Drug_100000158,Drug_5284604,0.7064682168358313,0.2935317831641687
Drug_100000158,Drug_5288826,0.6307659019239883,0.3692340980760117
Drug_100000158,Drug_5311065,0.6991922874046314,0.30080771259536865
Drug_100000158,Drug_5311068,0.6511540794521372,0.3488459205478628
Drug_100000158,Drug_5311507,0.7056843373107516,0.29431566268924836
Drug_100000158,Drug_5355,0.6547268100935177,0.34527318990648226
Drug_100000158,Drug_5357,0.7264582133769408,0.27354178662305917
Drug_100000158,Drug_5358,0.6684778828260414,0.33152211717395863
Drug_100000158,Drug_5359272,0.6771087419950507,0.32289125800494933
Drug_100000158,Drug_5360515,0.6197191498302506,0.38028085016974944
Drug_100000158,Drug_5362436,0.6652434505194063,0.33475654948059375
Drug_100000158,Drug_5378,0.6965398488355333,0.3034601511644667
Drug_100000158,Drug_5401,0.6737836875258311,0.32621631247416893
Drug_100000158,Drug_54384,0.6781749221441804,0.3218250778558196
Drug_100000158,Drug_5452,0.6410901620208435,0.35890983797915654
Drug_100000158,Drug_5454,0.6838646189701264,0.3161353810298736
Drug_100000158,Drug_5467,0.7389517244421633,0.2610482755578367
Drug_100000158,Drug_5487,0.7271104838080438,0.2728895161919562
Drug_100000158,Drug_5524,0.6627993309418709,0.33720066905812907
Drug_100000158,Drug_5533,0.6573542892053317,0.3426457107946683
Drug_100000158,Drug_5702160,0.6460932099073916,0.3539067900926084
Drug_100000158,Drug_5709,0.6916718149317265,0.30832818506827353
Drug_100000158,Drug_5775,0.6580151224319557,0.3419848775680443
Drug_100000158,Drug_5815,0.6979450972431747,0.30205490275682534
Drug_100000158,Drug_5825,0.6813929487678558,0.31860705123214417
Drug_100000158,Drug_59226,0.6892040267226928,0.31079597327730724
Drug_100000158,Drug_5959,0.6847245209412789,0.3152754790587211
Drug_100000158,Drug_59768,0.6277269315016827,0.3722730684983173
Drug_100000158,Drug_6005,0.6536514016042223,0.3463485983957777
Drug_100000158,Drug_60846,0.6598871301845167,0.3401128698154833
Drug_100000158,Drug_638678,0.6648941463317557,0.3351058536682443
Drug_100000158,Drug_65014,0.7001504650859953,0.2998495349140047
Drug_100000158,Drug_657180,0.7270360612725851,0.27296393872741487
Drug_100000158,Drug_657237,0.7339862005167854,0.2660137994832146
Drug_100000158,Drug_65999,0.6544776540355328,0.3455223459644672
Drug_100000158,Drug_6918313,0.6591151896892182,0.34088481031078177
Drug_100000158,Drug_6918554,0.6671669343144745,0.3328330656855255
Drug_100000158,Drug_71301,0.6123190866823843,0.38768091331761567
Drug_100000158,Drug_71348,0.740714969003198,0.259285030996802
Drug_100000158,Drug_71360,0.6694052436606517,0.3305947563393483
Drug_100000158,Drug_8223,0.7129567550577536,0.2870432449422464
Drug_100000158,Drug_8226,0.6833176263867082,0.31668237361329177
Drug_100000158,Drug_8230,0.6735189045109278,0.3264810954890722
Drug_100000158,Drug_838,0.6523439036412468,0.34765609635875316
Drug_100000158,Drug_951,0.6732932242590696,0.32670677574093043
Drug_100000158,Drug_9825285,0.7430210116320796,0.25697898836792044
Drug_100000158,Drug_9833444,0.7057501150073267,0.29424988499267335
Drug_100000158,Drug_9880,0.6772722455264449,0.32272775447355506
Drug_100000159,Drug_100000160,0.6298519704867573,0.37014802951324266
Drug_100000159,Drug_100000214,0.6525382003673565,0.34746179963264345
Drug_100000159,Drug_100000298,0.7243768689080348,0.27562313109196523
Drug_100000159,Drug_100000838,0.7169809477910477,0.2830190522089523
Drug_100000159,Drug_100001206,0.6918434420585381,0.3081565579414619
Drug_100000159,Drug_100001978,0.71915994401476,0.28084005598524
Drug_100000159,Drug_100002083,0.7197456058458468,0.2802543941541532
Drug_100000159,Drug_100002092,0.7800517775660907,0.21994822243390932
Drug_100000159,Drug_100002141,0.6290125829315691,0.37098741706843086
Drug_100000159,Drug_100002159,0.7221330245295042,0.27786697547049577
Drug_100000159,Drug_100002160,0.6570805280204464,0.34291947197955364
Drug_100000159,Drug_100002170,0.6964746791821932,0.3035253208178068
Drug_100000159,Drug_100002215,0.6469307113907141,0.3530692886092859
Drug_100000159,Drug_100002216,0.7122083599653781,0.2877916400346219
Drug_100000159,Drug_100002249,0.6895738530943136,0.3104261469056864
Drug_100000159,Drug_100002344,0.6808474949014645,0.31915250509853554
Drug_100000159,Drug_100002366,0.6936753014552862,0.3063246985447138
Drug_100000159,Drug_100002369,0.6976702780607262,0.30232972193927377
Drug_100000159,Drug_100002435,0.7265335732177628,0.2734664267822372
Drug_100000159,Drug_100002443,0.6922148738670465,0.3077851261329535
Drug_100000159,Drug_100002476,0.7270481270826107,0.2729518729173893
Drug_100000159,Drug_100002477,0.7192998061858189,0.2807001938141811
Drug_100000159,Drug_100002520,0.6339030315666642,0.36609696843333583
Drug_100000159,Drug_100002540,0.739647021756754,0.260352978243246
Drug_100000159,Drug_100002541,0.7199117579461867,0.28008824205381333
Drug_100000159,Drug_100002585,0.7420987973664193,0.25790120263358074
Drug_100000159,Drug_100002764,0.6516939085539607,0.3483060914460393
Drug_100000159,Drug_100002771,0.6588728335373267,0.34112716646267327
Drug_100000159,Drug_100002781,0.6869196639409145,0.3130803360590855
Drug_100000159,Drug_100002801,0.6052653226666254,0.39473467733337464
Drug_100000159,Drug_100002803,0.614034799295933,0.38596520070406704
Drug_100000159,Drug_100002914,0.6296646734882447,0.37033532651175527
Drug_100000159,Drug_100002955,0.6951079393307477,0.30489206066925234
Drug_100000159,Drug_100002995,0.6955233147787238,0.30447668522127624
Drug_100000159,Drug_100003066,0.7178423582424113,0.28215764175758873
Drug_100000159,Drug_100003151,0.6739426377680936,0.3260573622319064
Drug_100000159,Drug_100003155,0.6385418757505725,0.36145812424942747
Drug_100000159,Drug_100003157,0.7413093299065453,0.2586906700934547
Drug_100000159,Drug_100003168,0.7130366821347449,0.2869633178652551
Drug_100000159,Drug_100003250,0.7416244027339115,0.2583755972660885
Drug_100000159,Drug_100003251,0.6600234246103268,0.3399765753896732
Drug_100000159,Drug_100003325,0.6766839620102513,0.32331603798974873
Drug_100000159,Drug_100003340,0.7439078148314916,0.2560921851685084
Drug_100000159,Drug_100003345,0.7429212221013448,0.2570787778986552
Drug_100000159,Drug_100003367,0.6139413866987876,0.3860586133012124
Drug_100000159,Drug_100003372,0.7284079146738234,0.2715920853261766
Drug_100000159,Drug_100003410,0.7395193706543556,0.2604806293456444
Drug_100000159,Drug_100003519,0.710209341963607,0.28979065803639303
Drug_100000159,Drug_100003749,0.7254962735225865,0.2745037264774135
Drug_100000159,Drug_100003779,0.6693091193919232,0.33069088060807683
Drug_100000159,Drug_100003827,0.6767877583302188,0.32321224166978124
Drug_100000159,Drug_100003869,0.7066895930315048,0.2933104069684952
Drug_100000159,Drug_100003890,0.6034333061574118,0.39656669384258825
Drug_100000159,Drug_100003911,0.750364595078591,0.249635404921409
Drug_100000159,Drug_100003915,0.7130928652408617,0.2869071347591383
Drug_100000159,Drug_100003916,0.7468646344413264,0.25313536555867355
Drug_100000159,Drug_100003938,0.7179517626557098,0.2820482373442902
Drug_100000159,Drug_100003954,0.689479267397807,0.31052073260219304
Drug_100000159,Drug_100003961,0.6598153046969033,0.3401846953030967
Drug_100000159,Drug_100003964,0.6570302487213173,0.3429697512786827
Drug_100000159,Drug_100004011,0.6915361926846197,0.30846380731538026
Drug_100000159,Drug_100004095,0.6200977229858265,0.37990227701417345
Drug_100000159,Drug_100004140,0.7036544372558117,0.29634556274418833
Drug_100000159,Drug_100004163,0.6824616942864411,0.3175383057135589
Drug_100000159,Drug_100004168,0.6755486669946077,0.3244513330053923
Drug_100000159,Drug_100004171,0.722258339884754,0.27774166011524604
Drug_100000159,Drug_100004184,0.6014952857405238,0.3985047142594762
Drug_100000159,Drug_100004205,0.6056392137681627,0.39436078623183735
Drug_100000159,Drug_100004253,0.6958211544701629,0.3041788455298371
Drug_100000159,Drug_100004422,0.6766605465430537,0.32333945345694626
Drug_100000159,Drug_100004425,0.6519035451853524,0.34809645481464757
Drug_100000159,Drug_100004428,0.7368831016190016,0.2631168983809984
Drug_100000159,Drug_100004436,0.7909791781894805,0.2090208218105195
Drug_100000159,Drug_100004585,0.632391609716725,0.36760839028327497
Drug_100000159,Drug_100004631,0.700267279922271,0.299732720077729
Drug_100000159,Drug_100004635,0.6884068827291564,0.3115931172708436
Drug_100000159,Drug_100004639,0.6790891343643675,0.32091086563563254
Drug_100000159,Drug_100004736,0.6389703840818688,0.3610296159181312
Drug_100000159,Drug_100004745,0.6920876792787187,0.3079123207212813
Drug_100000159,Drug_100004748,0.6652897005779279,0.3347102994220721
