node,degree,weighted_degree,clustering_coefficient,betweenness_centrality,closeness_centrality
Gene_3043,2,2.0,0.0,3.3839229819129314e-06,0.04288107202680067
Gene_57462,1,1.0,0.0,0.0,0.042845807987304946
Drug_3373,0,0.0,0.0,0.0,0.0
Gene_10203,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Drug_3784,0,0.0,0.0,0.0,0.0
Gene_23193,1,1.0,0.0,0.0,0.042845807987304946
Drug_5212,12,12.0,0.0,0.01413582170187779,0.14591008417282644
Gene_4241,2,2.0,0.0,0.02578549312217654,0.09994056303020478
Gene_55244,3,3.0,0.0,0.007384283220654881,0.1549078726968174
Gene_7018,2,2.0,0.0,0.02578549312217654,0.09994056303020478
Gene_23491,10,10.0,0.0,0.006699668272442044,0.15594752284914504
Drug_100004913,15,15.0,0.0,0.03542450504461887,0.18332292626842295
Gene_7837,3,3.0,0.0,0.008239248188996934,0.1309080614339302
Gene_3045,2,2.0,0.0,3.3839229819129314e-06,0.04288107202680067
Drug_4680,15,15.0,0.0,0.029508815646393585,0.15673646478598727
Gene_4842,1,1.0,0.0,0.0,0.07850061116392774
Gene_6519,4,4.0,0.0,0.00021753790598011703,0.05087939698492462
Gene_221223,10,10.0,0.0,0.006699668272442044,0.15594752284914504
Gene_5150,4,4.0,0.0,0.00018087068338324628,0.12873230418018067
Drug_16157882,15,15.0,0.0,0.0013324196741282168,0.07753050969131371
Gene_55253,1,1.0,0.0,0.0,0.07850061116392774
Gene_6583,2,2.0,0.0,3.3839229819129314e-06,0.13831060062215841
Gene_4085,1,1.0,0.0,0.0,0.11091255801681438
Drug_100004601,15,15.0,0.0,0.07907268974483642,0.2107590104718604
Drug_100000453,9,9.0,0.0,0.04692655195167758,0.08860316836805572
Gene_2842,2,2.0,0.0,3.3839229819129314e-06,0.13831060062215841
Gene_1718,1,1.0,0.0,0.0,0.07850061116392774
Gene_3362,8,8.0,0.0,0.01689625591391468,0.17536740305300083
Gene_6531,4,4.0,0.0,0.0009007581453641007,0.15187046342825236
Gene_6581,4,4.0,0.0,0.009468273959168997,0.15337413138298753
Gene_9376,2,2.0,0.0,3.3839229819129314e-06,0.13831060062215841
Gene_1066,10,10.0,0.0,0.006699668272442044,0.15594752284914504
Gene_25885,1,1.0,0.0,0.0,0.1080752600210354
Gene_1557,3,3.0,0.0,0.01984333507718934,0.15286961121396456
Drug_100315411,7,7.0,0.0,0.00026648393482564336,0.04400380279777265
Gene_1534,2,2.0,0.0,3.6256317663352835e-06,0.1269736661449323
Gene_3357,5,5.0,0.0,0.0017705070852373386,0.16716676909728498
Gene_6582,5,5.0,0.0,0.03406174432803095,0.17275970932730564
Gene_4846,1,1.0,0.0,0.0,0.07850061116392774
Drug_64730,7,7.0,0.0,0.00026648393482564336,0.04400380279777265
Gene_10846,4,4.0,0.0,0.00018087068338324628,0.12873230418018067
Gene_3162,2,2.0,0.0,3.6256317663352835e-06,0.1269736661449323
Gene_3363,2,2.0,0.0,3.3839229819129314e-06,0.13831060062215841
Drug_100004811,13,13.0,0.0,0.018639329352831174,0.1699172278210063
Gene_1139,4,4.0,0.0,0.004487081874016534,0.11225208166436045
Gene_5745,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Gene_3163,2,2.0,0.0,3.6256317663352835e-06,0.1269736661449323
Drug_100004932,7,7.0,0.0,0.010527010137162793,0.17839678237637321
Drug_5983,13,13.0,0.0,0.018639329352831174,0.1699172278210063
Drug_100024748,7,7.0,0.0,0.00026648393482564336,0.04400380279777265
Gene_280,4,4.0,0.0,0.00021753790598011703,0.05087939698492462
Gene_278,4,4.0,0.0,0.00021753790598011703,0.05087939698492462
Gene_5430,1,1.0,0.0,0.0,0.1080752600210354
Gene_11309,1,1.0,0.0,0.0,0.1080752600210354
Gene_3046,2,2.0,0.0,3.3839229819129314e-06,0.04288107202680067
Gene_117,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Gene_5158,4,4.0,0.0,0.00018087068338324628,0.12873230418018067
Gene_2692,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Gene_1395,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Drug_100003784,0,0.0,0.0,0.0,0.0
Drug_100003672,10,10.0,0.0,0.06445527299798656,0.11460508460923606
Drug_4913,15,15.0,0.0,0.03542450504461887,0.18332292626842295
Gene_1056,10,10.0,0.0,0.006699668272442044,0.15594752284914504
Gene_8856,1,1.0,0.0,0.0,0.1080752600210354
Gene_58157,2,2.0,0.0,3.3839229819129314e-06,0.04288107202680067
Gene_57502,10,10.0,0.0,0.006699668272442044,0.15594752284914504
Gene_1137,4,4.0,0.0,0.004487081874016534,0.11225208166436045
Gene_27115,4,4.0,0.0,0.00018087068338324628,0.12873230418018067
Gene_5143,4,4.0,0.0,0.00018087068338324628,0.12873230418018067
Gene_3049,2,2.0,0.0,3.3839229819129314e-06,0.04288107202680067
Drug_100005314,15,15.0,0.0,0.016869702045581445,0.13296813107022953
Gene_834,1,1.0,0.0,0.0,0.1080752600210354
Gene_5743,3,3.0,0.0,0.008239248188996934,0.1309080614339302
Gene_6530,6,6.0,0.0,0.002109323404488092,0.16899040657834627
Gene_1128,6,6.0,0.0,0.002109323404488092,0.16899040657834627
Gene_4353,3,3.0,0.0,0.008239248188996934,0.1309080614339302
Gene_5431,1,1.0,0.0,0.0,0.1080752600210354
Drug_111020241,14,14.0,0.0,0.07074936974434463,0.1551664835026552
Gene_8654,4,4.0,0.0,0.00018087068338324628,0.12873230418018067
Gene_2740,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Drug_100124087,15,15.0,0.0,0.031063914316205504,0.1804751914914378
Gene_6584,2,2.0,0.0,3.3839229819129314e-06,0.13831060062215841
Drug_100002712,15,15.0,0.0,0.023421391822728625,0.16450393560723972
Gene_3274,5,5.0,0.0,0.007132026080058223,0.1708542713567839
Gene_2642,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Gene_5467,2,2.0,0.0,3.3839229819129314e-06,0.04288107202680067
Gene_277,4,4.0,0.0,0.00021753790598011703,0.05087939698492462
Gene_4988,2,2.0,0.0,3.3839229819129314e-06,0.13831060062215841
Gene_6532,6,6.0,0.0,0.002109323404488092,0.16899040657834627
Drug_2712,15,15.0,0.0,0.023421391822728625,0.16450393560723972
Gene_7434,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Gene_1129,8,8.0,0.0,0.04188776833400065,0.18814721380180252
Gene_2548,1,1.0,0.0,0.0,0.042845807987304946
Gene_6344,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Gene_1394,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Gene_148,1,1.0,0.0,0.0,0.13239989119386103
Drug_100005212,12,12.0,0.0,0.01413582170187779,0.14591008417282644
Drug_656926,15,15.0,0.0,0.020740063956144358,0.13221155564450987
Gene_276,4,4.0,0.0,0.00021753790598011703,0.05087939698492462
Gene_799,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Gene_5145,4,4.0,0.0,0.00018087068338324628,0.12873230418018067
Gene_55703,1,1.0,0.0,0.0,0.1080752600210354
Gene_146,1,1.0,0.0,0.0,0.13239989119386103
Drug_4932,7,7.0,0.0,0.010527010137162793,0.17839678237637321
Gene_54413,10,10.0,0.0,0.006699668272442044,0.15594752284914504
Gene_1565,7,7.0,0.0,0.08918601449766027,0.196085914806098
Gene_1814,2,2.0,0.0,3.3839229819129314e-06,0.1434332154600161
Drug_39042,15,15.0,0.0,0.0026648393482564337,0.0756724800472953
Drug_100003373,0,0.0,0.0,0.0,0.0
Drug_100005333,0,0.0,0.0,0.0,0.0
Gene_6476,1,1.0,0.0,0.0,0.042845807987304946
Gene_4552,1,1.0,0.0,0.0,0.07850061116392774
Gene_121506,1,1.0,0.0,0.0,0.11091255801681438
Gene_5730,1,1.0,0.0,0.0,0.11091255801681438
Gene_150,2,2.0,0.0,3.3839229819129314e-06,0.16192460560642935
Drug_5314,15,15.0,0.0,0.016869702045581445,0.13296813107022953
Gene_22829,10,10.0,0.0,0.006699668272442044,0.15594752284914504
Drug_392622,6,6.0,0.0,0.1070897287769181,0.18188791314694802
Gene_5021,2,2.0,0.0,3.3839229819129314e-06,0.13831060062215841
Gene_3048,2,2.0,0.0,3.3839229819129314e-06,0.04288107202680067
Drug_3947,15,15.0,0.0,0.025382828849795994,0.16392367481144698
Gene_8972,1,1.0,0.0,0.0,0.042845807987304946
Gene_590,10,10.0,0.0,0.006699668272442044,0.15594752284914504
Gene_2696,4,4.0,0.0,2.030353789147759e-05,0.05087939698492462
Gene_28234,2,2.0,0.0,0.042992741485203795,0.15039599290953146
Gene_59340,3,3.0,0.0,0.0015861472713052391,0.15286961121396456
Gene_50940,4,4.0,0.0,0.00018087068338324628,0.12873230418018067
Gene_5447,1,1.0,0.0,0.0,0.07850061116392774
Gene_8288,3,3.0,0.0,0.008239248188996934,0.1309080614339302
Gene_84172,1,1.0,0.0,0.0,0.1080752600210354
