source,target,weight
Drug_100002756,Gene_59340,1.0
Drug_100002756,Gene_3356,1.0
Drug_100002756,Gene_4988,1.0
Drug_100002756,Gene_6582,1.0
Drug_100002756,Gene_3363,1.0
Gene_3039,Drug_100039042,1.0
Gene_3039,Drug_39042,1.0
Gene_2696,Drug_116156130,1.0
Gene_2696,Drug_16132344,1.0
Gene_2696,Drug_116132344,1.0
Gene_2696,Drug_16157882,1.0
Gene_3046,Drug_100039042,1.0
Gene_3046,Drug_39042,1.0
Gene_9340,Drug_116156130,1.0
Gene_9340,Drug_16132344,1.0
Gene_9340,Drug_116132344,1.0
Gene_9340,Drug_16157882,1.0
Gene_5142,Drug_5212,1.0
Gene_5142,Drug_4680,1.0
Gene_5142,Drug_100004680,1.0
Gene_5142,Drug_100005212,1.0
Gene_5745,Drug_116156130,1.0
Gene_5745,Drug_16132344,1.0
Gene_5745,Drug_116132344,1.0
Gene_5745,Drug_16157882,1.0
Gene_9446,Drug_11020241,1.0
Gene_9446,Drug_111020241,1.0
Gene_5139,Drug_4680,1.0
Gene_5139,Drug_100004680,1.0
Gene_55244,Drug_392622,1.0
Gene_55244,Drug_2756,1.0
Gene_5145,Drug_5212,1.0
Gene_5145,Drug_4680,1.0
Gene_5145,Drug_100004680,1.0
Gene_5145,Drug_100005212,1.0
Gene_1565,Drug_4932,1.0
Gene_1565,Drug_392622,1.0
Gene_1565,Drug_5983,1.0
Gene_1565,Drug_100004601,1.0
Gene_1565,Drug_100004932,1.0
Gene_1565,Drug_100004811,1.0
Gene_5447,Drug_100000453,1.0
Drug_100005314,Gene_590,1.0
Drug_100005314,Gene_1139,1.0
Drug_100005314,Gene_8824,1.0
Drug_100005314,Gene_1056,1.0
Drug_100005314,Gene_1137,1.0
Drug_100005314,Gene_23491,1.0
Drug_100005314,Gene_221223,1.0
Drug_100005314,Gene_1135,1.0
Drug_100005314,Gene_57502,1.0
Drug_100005314,Gene_22871,1.0
Drug_100005314,Gene_22829,1.0
Drug_100005314,Gene_283848,1.0
Drug_100005314,Gene_54413,1.0
Drug_5983,Gene_590,1.0
Drug_5983,Gene_221223,1.0
Drug_5983,Gene_8824,1.0
Drug_5983,Gene_1056,1.0
Drug_5983,Gene_23491,1.0
Drug_5983,Gene_57502,1.0
Drug_5983,Gene_22871,1.0
Drug_5983,Gene_22829,1.0
Drug_5983,Gene_283848,1.0
Drug_5983,Gene_54413,1.0
Gene_3043,Drug_100039042,1.0
Gene_3043,Drug_39042,1.0
Gene_5021,Drug_2756,1.0
Gene_3049,Drug_100039042,1.0
Gene_3049,Drug_39042,1.0
Gene_4353,Drug_11020241,1.0
Gene_4353,Drug_111020241,1.0
Gene_4353,Drug_100003672,1.0
Gene_7173,Drug_11020241,1.0
Gene_7173,Drug_111020241,1.0
Gene_7173,Drug_100003672,1.0
Gene_7837,Drug_11020241,1.0
Gene_7837,Drug_111020241,1.0
Gene_7837,Drug_100003672,1.0
Gene_1128,Drug_100004601,1.0
Gene_1128,Drug_124087,1.0
Gene_1128,Drug_100124087,1.0
Gene_1128,Drug_100002725,1.0
Gene_1128,Drug_3947,1.0
Gene_23193,Drug_100041774,1.0
Gene_3048,Drug_100039042,1.0
Gene_3048,Drug_39042,1.0
Drug_2712,Gene_590,1.0
Drug_2712,Gene_221223,1.0
Drug_2712,Gene_22829,1.0
Drug_2712,Gene_1056,1.0
Drug_2712,Gene_706,1.0
Drug_2712,Gene_23491,1.0
Drug_2712,Gene_57502,1.0
Drug_2712,Gene_22871,1.0
Drug_2712,Gene_8824,1.0
Drug_2712,Gene_3269,1.0
Drug_2712,Gene_283848,1.0
Drug_2712,Gene_54413,1.0
Gene_5432,Drug_105381226,1.0
Gene_27115,Drug_5212,1.0
Gene_27115,Drug_4680,1.0
Gene_27115,Drug_100004680,1.0
Gene_27115,Drug_100005212,1.0
Gene_22829,Drug_100004991,1.0
Gene_22829,Drug_656926,1.0
Gene_22829,Drug_5314,1.0
Gene_22829,Drug_100004913,1.0
Gene_22829,Drug_100004811,1.0
Gene_22829,Drug_100002712,1.0
Gene_22829,Drug_4913,1.0
Gene_151,Drug_11020241,1.0
Gene_151,Drug_100004601,1.0
Gene_151,Drug_111020241,1.0
Gene_151,Drug_124087,1.0
Gene_151,Drug_100124087,1.0
Gene_3357,Drug_4932,1.0
Gene_3357,Drug_124087,1.0
Gene_3357,Drug_100004932,1.0
Gene_3357,Drug_100124087,1.0
Gene_3357,Drug_3947,1.0
Gene_4846,Drug_100000453,1.0
Gene_5150,Drug_5212,1.0
Gene_5150,Drug_4680,1.0
Gene_5150,Drug_100004680,1.0
Gene_5150,Drug_100005212,1.0
Gene_11128,Drug_105381226,1.0
Gene_114757,Drug_100039042,1.0
Gene_114757,Drug_39042,1.0
Gene_3269,Drug_100004601,1.0
Gene_3269,Drug_124087,1.0
Gene_3269,Drug_100124087,1.0
Gene_3269,Drug_100002725,1.0
Gene_3269,Drug_100002712,1.0
Gene_3269,Drug_3947,1.0
Gene_3045,Drug_100039042,1.0
Gene_3045,Drug_39042,1.0
Drug_124087,Gene_1129,1.0
Drug_124087,Gene_1133,1.0
Drug_124087,Gene_1814,1.0
Drug_124087,Gene_1131,1.0
Drug_124087,Gene_3362,1.0
Drug_124087,Gene_3356,1.0
Drug_124087,Gene_6530,1.0
Drug_124087,Gene_1132,1.0
Drug_124087,Gene_3358,1.0
Drug_4913,Gene_590,1.0
Drug_4913,Gene_1129,1.0
Drug_4913,Gene_23491,1.0
Drug_4913,Gene_221223,1.0
Drug_4913,Gene_1056,1.0
Drug_4913,Gene_57502,1.0
Drug_4913,Gene_22871,1.0
Drug_4913,Gene_8824,1.0
Drug_4913,Gene_283848,1.0
Drug_4913,Gene_6582,1.0
Drug_4913,Gene_54413,1.0
Drug_64730,Gene_6519,1.0
Drug_64730,Gene_279,1.0
Drug_64730,Gene_6520,1.0
Drug_64730,Gene_276,1.0
Drug_64730,Gene_277,1.0
Drug_64730,Gene_278,1.0
Drug_64730,Gene_280,1.0
Gene_23491,Drug_100004991,1.0
Gene_23491,Drug_656926,1.0
Gene_23491,Drug_5314,1.0
Gene_23491,Drug_100004913,1.0
Gene_23491,Drug_100004811,1.0
Gene_23491,Drug_100002712,1.0
Drug_100002725,Gene_1129,1.0
Drug_100002725,Gene_1133,1.0
Drug_100002725,Gene_1132,1.0
Drug_100002725,Gene_1131,1.0
Drug_100002725,Gene_3757,1.0
Drug_100002725,Gene_59340,1.0
Drug_100002725,Gene_3356,1.0
Drug_100002725,Gene_6530,1.0
Drug_100002725,Gene_6531,1.0
Drug_100004811,Gene_590,1.0
Drug_100004811,Gene_221223,1.0
Drug_100004811,Gene_8824,1.0
Drug_100004811,Gene_1056,1.0
Drug_100004811,Gene_57502,1.0
Drug_100004811,Gene_22871,1.0
Drug_100004811,Gene_283848,1.0
Drug_100004811,Gene_54413,1.0
Drug_100004991,Gene_590,1.0
Drug_100004991,Gene_221223,1.0
Drug_100004991,Gene_8824,1.0
Drug_100004991,Gene_1056,1.0
Drug_100004991,Gene_57502,1.0
Drug_100004991,Gene_22871,1.0
Drug_100004991,Gene_283848,1.0
Drug_100004991,Gene_54413,1.0
Gene_3356,Drug_4932,1.0
Gene_3356,Drug_100004601,1.0
Gene_3356,Drug_100004932,1.0
Gene_3356,Drug_100124087,1.0
Gene_3356,Drug_3947,1.0
Gene_3356,Drug_2756,1.0
Gene_3040,Drug_100039042,1.0
Gene_3040,Drug_39042,1.0
Gene_4988,Drug_2756,1.0
Drug_2756,Gene_6583,1.0
Drug_2756,Gene_6584,1.0
Drug_2756,Gene_2842,1.0
Drug_2756,Gene_3362,1.0
Drug_2756,Gene_9376,1.0
Drug_2756,Gene_59340,1.0
Drug_2756,Gene_6582,1.0
Drug_2756,Gene_3363,1.0
Gene_3047,Drug_100039042,1.0
Gene_3047,Drug_39042,1.0
Drug_100039042,Gene_5467,1.0
Drug_100039042,Gene_5468,1.0
Drug_100039042,Gene_3042,1.0
Drug_100039042,Gene_3050,1.0
Gene_3163,Drug_11020241,1.0
Gene_3163,Drug_111020241,1.0
Drug_16132344,Gene_6344,1.0
Drug_16132344,Gene_2642,1.0
Drug_16132344,Gene_799,1.0
Drug_16132344,Gene_7434,1.0
Drug_16132344,Gene_2740,1.0
Drug_16132344,Gene_5746,1.0
Drug_16132344,Gene_7433,1.0
Drug_16132344,Gene_1395,1.0
Drug_16132344,Gene_1394,1.0
Drug_16132344,Gene_2692,1.0
Gene_1557,Drug_392622,1.0
Gene_1557,Drug_4680,1.0
Gene_1557,Drug_100004680,1.0
Drug_100005212,Gene_5158,1.0
Drug_100005212,Gene_5146,1.0
Drug_100005212,Gene_50940,1.0
Drug_100005212,Gene_3757,1.0
Drug_100005212,Gene_5143,1.0
Drug_100005212,Gene_8654,1.0
Gene_3757,Drug_4932,1.0
Gene_3757,Drug_5212,1.0
Gene_3757,Drug_100004601,1.0
Gene_3757,Drug_100004932,1.0
Gene_3757,Drug_4680,1.0
Gene_3757,Drug_100004680,1.0
Drug_5212,Gene_5158,1.0
Drug_5212,Gene_5146,1.0
Drug_5212,Gene_50940,1.0
Drug_5212,Gene_5143,1.0
Drug_5212,Gene_8654,1.0
Gene_590,Drug_656926,1.0
Gene_590,Drug_5314,1.0
Gene_590,Drug_100004913,1.0
Gene_590,Drug_100002712,1.0
Drug_3947,Gene_147,1.0
Drug_3947,Gene_1129,1.0
Drug_3947,Gene_1132,1.0
Drug_3947,Gene_1131,1.0
Drug_3947,Gene_148,1.0
Drug_3947,Gene_1133,1.0
Drug_3947,Gene_6530,1.0
Drug_3947,Gene_6531,1.0
Drug_3947,Gene_3358,1.0
Gene_5143,Drug_4680,1.0
Gene_5143,Drug_100004680,1.0
Gene_5467,Drug_39042,1.0
Drug_100124087,Gene_1129,1.0
Drug_100124087,Gene_1133,1.0
Drug_100124087,Gene_1814,1.0
Drug_100124087,Gene_1131,1.0
Drug_100124087,Gene_3362,1.0
Drug_100124087,Gene_6530,1.0
Drug_100124087,Gene_1132,1.0
Drug_100124087,Gene_3358,1.0
Drug_16157882,Gene_6344,1.0
Drug_16157882,Gene_2642,1.0
Drug_16157882,Gene_799,1.0
Drug_16157882,Gene_7434,1.0
Drug_16157882,Gene_2740,1.0
Drug_16157882,Gene_5746,1.0
Drug_16157882,Gene_7433,1.0
Drug_16157882,Gene_1395,1.0
Drug_16157882,Gene_1394,1.0
Drug_16157882,Gene_2692,1.0
Gene_279,Drug_100315411,1.0
Gene_279,Drug_100024748,1.0
Gene_279,Drug_100041774,1.0
Gene_5742,Drug_11020241,1.0
Gene_5742,Drug_111020241,1.0
Gene_5742,Drug_100003672,1.0
Gene_6530,Drug_100004601,1.0
Gene_22871,Drug_656926,1.0
Gene_22871,Drug_5314,1.0
Gene_22871,Drug_100004913,1.0
Gene_22871,Drug_100002712,1.0
Gene_6476,Drug_100041774,1.0
Gene_9533,Drug_105381226,1.0
Gene_4552,Drug_100000453,1.0
Gene_3358,Drug_4932,1.0
Gene_3358,Drug_100004601,1.0
Gene_3358,Drug_100004932,1.0
Gene_5146,Drug_4680,1.0
Gene_5146,Drug_100004680,1.0
Gene_57462,Drug_100041774,1.0
Gene_1131,Drug_100004601,1.0
Gene_8288,Drug_11020241,1.0
Gene_8288,Drug_111020241,1.0
Gene_8288,Drug_100003672,1.0
Gene_283848,Drug_656926,1.0
Gene_283848,Drug_5314,1.0
Gene_283848,Drug_100004913,1.0
Gene_283848,Drug_100002712,1.0
Drug_39042,Gene_5468,1.0
Drug_39042,Gene_3042,1.0
Drug_39042,Gene_3050,1.0
Gene_276,Drug_100315411,1.0
Gene_276,Drug_100024748,1.0
Gene_276,Drug_100041774,1.0
Gene_84172,Drug_105381226,1.0
Gene_7018,Drug_100000453,1.0
Gene_7018,Drug_100003672,1.0
Drug_4032,Gene_1139,1.0
Drug_4032,Gene_1137,1.0
Drug_4032,Gene_1135,1.0
Gene_6519,Drug_100315411,1.0
Gene_6519,Drug_100024748,1.0
Gene_6519,Drug_100041774,1.0
Gene_3162,Drug_11020241,1.0
Gene_3162,Drug_111020241,1.0
Gene_2740,Drug_116156130,1.0
Gene_2740,Drug_116132344,1.0
Gene_11309,Drug_105381226,1.0
Gene_1394,Drug_116156130,1.0
Gene_1394,Drug_116132344,1.0
Drug_116156130,Gene_6344,1.0
Drug_116156130,Gene_2642,1.0
Drug_116156130,Gene_799,1.0
Drug_116156130,Gene_7434,1.0
Drug_116156130,Gene_5746,1.0
Drug_116156130,Gene_7433,1.0
Drug_116156130,Gene_1395,1.0
Drug_116156130,Gene_2692,1.0
Drug_100002712,Gene_221223,1.0
Drug_100002712,Gene_1056,1.0
Drug_100002712,Gene_706,1.0
Drug_100002712,Gene_57502,1.0
Drug_100002712,Gene_8824,1.0
Drug_100002712,Gene_54413,1.0
Drug_4932,Gene_3362,1.0
Drug_4932,Gene_6531,1.0
Gene_28234,Drug_392622,1.0
Gene_28234,Drug_105381226,1.0
Gene_277,Drug_100315411,1.0
Gene_277,Drug_100024748,1.0
Gene_277,Drug_100041774,1.0
Gene_55703,Drug_105381226,1.0
Gene_5730,Drug_656926,1.0
Drug_100004913,Gene_1129,1.0
Drug_100004913,Gene_221223,1.0
Drug_100004913,Gene_1056,1.0
Drug_100004913,Gene_57502,1.0
Drug_100004913,Gene_8824,1.0
Drug_100004913,Gene_6582,1.0
Drug_100004913,Gene_54413,1.0
Gene_4025,Drug_11020241,1.0
Gene_4025,Drug_111020241,1.0
Gene_4025,Drug_100003672,1.0
Gene_8972,Drug_100041774,1.0
Drug_100315411,Gene_6520,1.0
Drug_100315411,Gene_278,1.0
Drug_100315411,Gene_280,1.0
Gene_150,Drug_100004601,1.0
Drug_105381226,Gene_5430,1.0
Drug_105381226,Gene_5431,1.0
Drug_105381226,Gene_834,1.0
Drug_105381226,Gene_6579,1.0
Drug_105381226,Gene_25885,1.0
Drug_105381226,Gene_10599,1.0
Drug_105381226,Gene_8856,1.0
Drug_100004932,Gene_3362,1.0
Drug_100004932,Gene_6531,1.0
Drug_100004032,Gene_1139,1.0
Drug_100004032,Gene_1137,1.0
Drug_100004032,Gene_1135,1.0
Gene_2692,Drug_116132344,1.0
Gene_1135,Drug_5314,1.0
Drug_4680,Gene_5158,1.0
Drug_4680,Gene_50940,1.0
Drug_4680,Gene_5140,1.0
Drug_4680,Gene_8654,1.0
Gene_1133,Drug_100004601,1.0
Drug_100004680,Gene_5158,1.0
Drug_100004680,Gene_50940,1.0
Drug_100004680,Gene_5140,1.0
Drug_100004680,Gene_8654,1.0
Drug_392622,Gene_6582,1.0
Drug_392622,Gene_10599,1.0
Gene_5746,Drug_116132344,1.0
Gene_799,Drug_116132344,1.0
Drug_116132344,Gene_6344,1.0
Drug_116132344,Gene_2642,1.0
Drug_116132344,Gene_7434,1.0
Drug_116132344,Gene_7433,1.0
Drug_116132344,Gene_1395,1.0
Gene_5837,Drug_100041774,1.0
Drug_100041774,Gene_5834,1.0
Drug_100041774,Gene_2548,1.0
Drug_100041774,Gene_6520,1.0
Drug_100041774,Gene_280,1.0
Drug_100041774,Gene_278,1.0
Drug_111020241,Gene_220002,1.0
Drug_111020241,Gene_5743,1.0
Drug_111020241,Gene_137902,1.0
Gene_5743,Drug_11020241,1.0
Gene_5743,Drug_100003672,1.0
Gene_1056,Drug_656926,1.0
Gene_1056,Drug_5314,1.0
Gene_280,Drug_100024748,1.0
Gene_137902,Drug_11020241,1.0
Gene_137902,Drug_100003672,1.0
Gene_1139,Drug_5314,1.0
Gene_1718,Drug_100000453,1.0
Gene_121506,Drug_656926,1.0
Drug_5314,Gene_8824,1.0
Drug_5314,Gene_1137,1.0
Drug_5314,Gene_221223,1.0
Drug_5314,Gene_57502,1.0
Drug_5314,Gene_54413,1.0
Drug_656926,Gene_221223,1.0
Drug_656926,Gene_57502,1.0
Drug_656926,Gene_8824,1.0
Drug_656926,Gene_54413,1.0
Drug_100000453,Gene_27158,1.0
Gene_3362,Drug_100004601,1.0
Drug_11020241,Gene_220002,1.0
Drug_100004601,Gene_1129,1.0
Drug_100004601,Gene_1132,1.0
Gene_278,Drug_100024748,1.0
Gene_6520,Drug_100024748,1.0
